PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
Abeer Al Noor Polyclinic - Muhaisnah - Dubai,DXB,CLINIC,,"Ground Floor, Room No 6&31, Street #19, Musthafa Mall, Grand Hypermarket, Muhaisnah 2, Dubai",97142729966,25.262704,55.430363
Abeer Al Noor Polyclinic - Qusais - Dubai,DXB,CLINIC,AL QUSAIS FIRST,"Qusais, Opp Union cooperative, Dubai",97142612248,25.275067,55.374682
Access Clinic -  Sonapure 2 - Dubai,DXB,CLINIC,MUHAISANAH SECOND,"First floor, Dubai Municipality Bldg., Muhaisna 2, Shop #4, Sonpur Dubai",97142637279,25.259648,55.424668
Access Clinic - Al Quoz - Dubai,DXB,CLINIC,AL QOUZ FOURTH,"Al Arif Building
Al Quoz 1
P.o. Box: 8703",97143217544,25.157997,55.248535
Access Clinic - Bur Dubai,DXB,CLINIC,AL RAFFA,"Souk Al Kabeer,
P.O. Box: 8703",97143527300,25.262271,55.288644
Access Clinic - DIP - Dubai,DXB,CLINIC,DUBAI INVESTMENT PARK FIRST,"P.O.Box : 8103, Unit 2 & 3, Mezzanine Floor, Ramla Building, DIP, Dubai",97144544660,24.971139,55.171945
Access Clinic - DIP 2 - Dubai,DXB,CLINIC,DUBAI INVESTMENT PARK SECOND,"Kadris Mall, Ground Floor, SHop No. 7, DIP 2, Jebel Ali, Majelan Al Madeena Supermarket",97148833028,24.971,55.171738
Access Clinic - International City - Dubai,DXB,CLINIC,WARSAN FIRST,"Al Warsan First, Morocco Cluster
P.O. Box: 8703",97143606587,25.162332,55.418903
Access Clinic - Jafza- Dubai,DXB,CLINIC,JABAL ALI SECOND,"Food court 3, Jafza, P.O. Box: 8703
Dubai",97148806577,24.971205,55.171904
Access Clinic - Sonapur - Dubai,DXB,CLINIC,MUHAISANAH SECOND,"P.O. Box: 8703
Dubai",97142510266,25.258514,55.411606
Access Clinic DIC (Saih Shuaib 2)  - Dubai,DXB,CLINIC,,"Sapphire Mall, 1st Floor, Shop No. 39-42, Dubai Industrial Park, Saih Shuaib 2, Al Madeena Hypermarket, Dubai",97145896619,24.844242,55.063255
Access Clinic Persian Zone - Dubai,DXB,CLINIC,WARSAN FIRST,"Persia NO4, Ground, Shop No. 10, International City, Dubai",97145520139,25.159251,55.408313
Achira Clinics - Dubai,DXB,CLINIC,,"Unit 5002, 5th Floor, Al Rigga Street, Al Rigga Business Centre,IBIS Hotel, Dubai",97142238513,25.264534,55.322157
Adam Vital Physiotherapy and Rehabilitation (Nad Al Hamar Road) Dubai,DXB,CLINIC,,"Index Holding Building, Nad Al Hamar Road, Al Kheeran, Dubai",97142515000,25.201114,55.374796
Advanced Care Medical Center (Al QUOZ) - Dubai,DXB,CLINIC,AL QOUZ FOURTH,"P.O. Box: 283235
Near National Cement, Al Qouz 4
Dubai",97143397664,25.156424,55.247652
Advanced Care Medical Center Branch (DIP) - Dubai,DXB,CLINIC,DUBAI INVESTMENT PARK SECOND,"DIP, Dubai, P.O Box: 283235,",97148850788,24.976184,55.201426
Advanced Care Medical Center Branch (Muhaisnah 2) - Dubai,DXB,CLINIC,MUHAISANAH SECOND,"Shop # 17, Ground Floor, Shaklan Hypermarket 2, 32A Street, Near Al Qusais Bus Station, Dubai",97142636800,25.270472,55.431127
Advanced Care Oncology Center (Jebel Ali Village) Dubai,DXB,CLINIC,,"Al Furjan, Jabel Ali 1, Dubai, UAE",97145656300,25.0153283,55.1173661
Advanced Hearing & balancing Center - Dubai,DXB,CLINIC,UMM HURAIR SECOND,"Shop 107, First Floor, WAFI Shopping Mall, Oud Metha Road, Dubai PO Box 211150",97143422422,25.213248,55.258569
Akeela Dental Clinic (Jebel Ali 1) Dubai,DXB,CLINIC,,"Ground Floor, Bldg. GFA-7, The Gardens Boulevard, Jebel Ali 1, Dubai",97144229009,25.045547,55.131552
Al Aliaa Polyclinic - Dubai,DXB,CLINIC,JUMEIRA SECOND,"Villa 327, Jumeirah Beach Road, Juemirah 2, Dubai",97143493600,25.202248,55.241367
Al Amal Polyclinic - Dubai,DXB,CLINIC,AL SATWA,"Behind Satwa Govt. Clinic, Opposite Emirates Bank,  Satwa, Dubai, UAE.",97143329833,25.230266,55.276567
Al Aman Medical Center LLC - Dubai,DXB,CLINIC,,"Office 301, Above Jesco Supermarket, Pearl Building, Deira Dubai",97142288490,25.267865,55.305149
Al Azhar Clinic - (DIP) Branch 2 - Dubai,DXB,CLINIC,,"Parsons S/M Building, DIP 2, Dubai",97148895306,25.006768,55.105686
Al Azhar Clinic - Dubai,DXB,CLINIC,,"Ali Mesmar Shopping Mall, Behind Ramla Supermarket, Dubai Investment Park (DIP) Labor Accomodation Area, Dubai",97148859596,24.971646,55.171667
Al Azhar Clinic Branch - Dubai,DXB,CLINIC,,"12 Al Aradhi Al Alya Foodstuff Trading LLC, Jebel Ali Industrial Area 1, Near Nesto & Parco Supermarket, Dubai",97148800545,24.984181,55.187835
Al Barsha Al Noor Polyclinic - Dubai,DXB,CLINIC,AL BARSHA FIRST,"301, Elite Business Centre,Opposite Hypermarket, Al Barsha 1, Behind MOE, Dubai",97142218122,25.116306,55.205906
Al Biraa Arthritis & Bone Clinic - Dubai,DXB,CLINIC,AL MANARA,"Al Biraa Arthritis & Bone Clinic
Villa# 1029, Al Wasl Road, Al Manara
P.O. Box 191422,",97143845800,25.143588,55.207848
Al Borj Medical Center - Dubai,DXB,CLINIC,,"Al Borj Medical Center
Al Dhiyafa Road
P O Box  23719
Dubai, UAE",97143212220,25.199248,55.265383
Al Das Medical Clinic (The Palm Jumeirah) - Dubai,DXB,CLINIC,,"Ground Floor, Shoreline Trunk 10,  Al Das Building, The Palm Jumeirah, Dubai",97144529998,25.114271,55.141732
Al Dehyafa Specialized Orthod & Dent Clinic- Dubai,DXB,CLINIC,AL BADA'A,"P.O. Box: 111660, Al Makhtoum Bldg., AL Diyafa Road, Dubai, UAE",97143463330,25.23542,55.277783
Al Diyafa Modern Medical Center - Dubai,DXB,CLINIC,AL BADA'A,"Al Diyafa Modern Medical Centre
Al Diyafa Street,
P.O. Box 24544
Dubai-UAE",97143454945,25.237485,55.274526
Al Fahim Medical Centre - Dubai,DXB,CLINIC,,"P.O.Box: 113563
Deira Tower",97142224722,25.268052,55.307043
Al Fida Medical Centre - Dubai,DXB,CLINIC,AL KARAMA,"Flat No. 127, Al Attar Shopping Mall, Karama, Dubai",97143355357,25.245223,55.302223
Al Hana Medical Center (Satwa) Dubai,DXB,CLINIC,,"Satwa Home Building, Behind Satwa Municipality Spring Super Market, Satwa, Dubai",97143491488,25.217740,55.272490
Al Khail Medical Centre - Dubai,DXB,CLINIC,AL QOUZ THIRD,"Shop No.57&58, Al Quoz Mall, Al Quoz Industrial Area, Beside Al Ahli Driving School, Dubai",97143306745,25.122487,55.222645
Al Lubnani Medical Center LLC Dubai Branch,DXB,CLINIC,,"605, Elite Business Tower, Al Barsha Dubai, 00971508806363",97142288766,25.1676847,55.1881933
Al Manara Specialized Medical Center (Jumeirah) Dubai,DXB,CLINIC,,"Villa #797, Safa 2, Al Wasl Road, Jumeirah, Dubai",97142629666,0.00,0.00
Al Mansoor Medical Center (Al Souq Al Kabeer) Dubai,DXB,CLINIC,AL SOUQ AL KABEER,"Al Musalla Road, 101 Moosa Building, , Bur Dubai, Dubai",97143554040,25.261444,55.299572
Al Mashaher Medical Centre - Dubai,DXB,CLINIC,,"Muhaisnah 2, Sheikh Khalid Buildng, Street 24, Near UAE Exchange, Dubai",971426633309,25.261781,55.424315
Al Massa Polyclinic - Dubai,DXB,CLINIC,UMM SUQEIM SECOND,"Villa 1082, Al Wasl Road, Umm Suqeim 2, Jumeirah, Dubai",97143282327,25.1526478,55.2115473
Al Munira Clinic - Dubai,DXB,CLINIC,AL RAFFA,"Al Munira Clinic
Opposite Dubai Marine Hotel
P.O. Box 51561
Dubai, UAE",97143522813,25.24821,55.2452794
Al Muraqabat Dental Center - Dubai,DXB,CLINIC,AL MURAQQABAT,"Dubai, UAE",97142662843,25.264429,55.329363
Al Murjan Medical Center (Al Quoz) - Dubai,DXB,CLINIC,AL QOUZ THIRD,"Al-quoz-3, P.O.Box: 34647, 1st Floor, 102, Brashy Building, Sheikh Zayed Road,,Nissan Showroom,Noor Islamic Metro Station, Dubai",97143395575,25.158063,55.230983
Al Noor Polyclinic - Diera - Dubai,DXB,CLINIC,NAIF,"P.O.Box 26160
Dubai-UAE",97142233324,25.275731,55.312547
Al Noor Polyclinic - Satwa - Dubai,DXB,CLINIC,AL SATWA,"Satwa, Dubai",97143498100,25.229387,55.274129
Al Qudra Medical Centre - Dubai,DXB,CLINIC,TRADE CENTER FIRST,"White Crown Tower 8th  floor Flat # 801 Sheikh Zayed Road Dubai, UAE",97143319109,25.223158,55.282192
Al Rafa Poly clinic - Tecom - Dubai,DXB,CLINIC,AL BARSHA FIRST,"Ground Floor, Icon Towers, Barsha Heights, Tecom, Al Barsha, Dubai",97144534830,25.097924,55.173981
Al Rafa Polyclinic International City - Dubai,DXB,CLINIC,WARSAN FIRST,"Building Name: RUSSIAN CLUSTER
Flat No: V-20,
Floor No: GROUND FLOOR
PO Box No: 8703",97144227944,25.1637,55.405959
Al Rashidiya Al Noor Polyclinic- Dubai,DXB,CLINIC,AL RASHIDIYA,"Behind Bin sougath Centre, Rashidiya, Dubai",97142862410,25.232521,55.384042
Al Rashidiyah Private Polyclinic - Dubai,DXB,CLINIC,AL RAFFA,"RTA Multistory Parking Bldg., 2nd floor, Opp Ambassador Hotel, Al Falah Street",97143939383,25.263217,55.28941
Al Sanaiya Medical Clinic (SONAPUR) - Dubai,DXB,CLINIC,,"Muhaisnah 2, Labor Camp Area, Near Baladiya Labor Camp - SONAPUR",97142543500,25.264322,55.412973
Al Sanaiya Medical Clinic Br (Al Quoz) - Dubai,DXB,CLINIC,AL QOUZ FOURTH,"Al Quoz Industrial Area 4, Near Al Madina Supermarket, Dubai",97143407548,25.127617,55.235405
Al Shaab Medical Centre - Dubai,DXB,CLINIC,HOR AL ANZ,Al Shaab Colony Po BOX 8703 Dubai  Hor Al Anz,97142970870,25.279388,55.336268
Al Shifa Al Khaleeji Medical Centre LLC Branch - Dubai,DXB,CLINIC,,"Bayan Business Centre, DIP 1, Dubai, UAE",97148800920,55.1727006,24.998111
Al Shifa International Clinic (Jebel Ali 1) Dubai,DXB,CLINIC,,"Shop 2, Khalid Jamal,
Jebel Ali Commercial Building,
Near Joseph Advertisement,
Parco - Jebel Ali, Dubai",97148800878,,
Al Tadawi Medical Center-Al Qiyadah,DXB,CLINIC,,"DUBAI POLICE HEADQUATERS , AL QIYADAH",97142097050,25.274318,55.351348
Al Tadawi Medical Centre Branch - Dubai,DXB,CLINIC,AL JAFILIYA,"36th Street, Sheikha Khalifa Bin Zayed Street, Main Bldg., Residency and Foreign Affairs",97147075599,25.234096,55.290509
Al Taif Medical Centre - Dubai,DXB,CLINIC,NAIF,"P.O. Box: 22098
Opp. West Hotel, Naif Road, Deira, Dubai",97142222383,25.273943,55.308019
Al Waha Clinic - Dubai,DXB,CLINIC,MANKHOOL,"Flat No. 105, 1st Floor - Khalid Bin Al Waleed Rd - Dubai - United Arab Emirates",97143514150,25.259707,55.290652
Al Warqa Medical Centre - Dubai,DXB,CLINIC,AL WARQA'A FIRST,Al Warqa PO Box 8703 DM Healthcare LLC,97142803890,25.20465,55.41122
Ali Medical Centre - Dubai,DXB,CLINIC,NAIF,"Naif Road 
Diera 
Duabi",97142246566,25.275716,55.312279
Amala Medical Center (Al Quoz 4) - Dubai,DXB,CLINIC,,"Shop 9 & 10, Al Khail Mall
P.O. Box: 45236, Al Quoz
Dubai",97143219548,25.148975,55.246454
Amber Clinics LLC - Rigga - Dubai,DXB,CLINIC,AL MURAQQABAT,"P.O Box: 2547
II Floor, Rigga Business Centre, 
Rigga Road
Deira, Dubai",97142309100,25.26518,55.321328
American Aesthetic Medical Center (Al Safa 1) Dubai,DXB,CLINIC,AL SAFA FIRST,"Exit 45, Safa 1, Umm Al Sheif Road, Tanzania Consulate, Dubai",97143806518,25.124828,55.379942
American Center for Psychiatry & Neurology (Jumeirah 3) Dubai,DXB,CLINIC,JUMEIRA THIRD,"office S01 & S02, 2nd floor, Sunset Mall, Jumeirah 3, - Dubai",97143806667,25.183833,55.226146
American Hospital Clinics Alkhawaneej (Br of American Hospital Dubai LLC) Dubai,DXB,CLINIC,,"Last Exit, Al Khawaneej, Dubai",97145261200,,
American Hospital Clinics Dubai Media City  (Sheikh Zayed Road) -Dubai,DXB,CLINIC,,"Business Central Towers, Sheikh Zayed Road, Dubai",97143333522,25.099362,55.191044
American Hospital Clinics Mira Br of American Hospital Dubai LLC - Dubai,DXB,CLINIC,,"Mira Town Center, Ground Floor, Al Yalayis-1, Near to Mira Town House community",91743775937,25.00706587596175,55.30113714
American Wellness Center FZ LLC (DHCC) Dubai,DXB,CLINIC,,"Al Faris Building 39, Ground Floor, Units 4, 5 and 6.
Dubai Healthcare City.",97145144042,25.2316298,55.3241879
Amsa Medical Center And Kidney Care LLC,DXB,CLINIC,,"29A Street, Port Saeed, Deira
Business Avenue Building, Unit 2 & 2A",97145519661,,
Anaya Medical Center - Dubai,DXB,CLINIC,AL QOUZE IND.THIRD,"Farnek Building, Al Quoz Industry 3, Dubai",97143441615,25.1539,55.2457
Anaya Medical Center LLC Branch (Jebel Ali 1) Dubai,DXB,CLINIC,JABAL ALI FIRST,"Shop # 18, Crystal Mall, Jebel Ali 1, Dubai",97142341479,,
Apex Medical Clinics - Motor City - Dubai,DXB,CLINIC,,"Unit 303, Apex Atrium Motorcity, Dubai",97143608881,25.045840483959978,55.23548859795807
Apollo Clinic Llc (Ex. New City Clinic) (Karama) Dubai,DXB,CLINIC,AL KARAMA,AL ARTI PLAZA 	32 ZABEEL BUILDING,97143880237,25.2467978,55.3077363
Apple Clinic (International City - France) - Dubai,DXB,CLINIC,,"International City
France Cluster
Bldg # 96
P. O. Box: 78601",97144227533,25.161046,55.404755
Apple International Poly Clinic (International City- Greece)- Dubai,DXB,CLINIC,,"Greece K-14, International City, Dubai",97142776211,25.1950861,55.2789448
Araks Dental Clinic DMCC (JLT) Dubai,DXB,CLINIC,,"3205 Indigo Icon Tower, Cluster F, JLT, Dubai",97145655134,0.00,0.00
Armada Medical Centre (JLT)- Dubai,DXB,CLINIC,,"Unit 1901-1911, Armada 2, Plot No: JLT-PH2-P2A, Jumeirah Lake Towers, Dubai",97143990022,25.074792,55.145446
Arwa Dental Clinic- Dubai,DXB,CLINIC,,"P.O. Box: 33202
Dubai, UAE",97142955200,25.255603,55.329903
Ash Tree Clinic (Bur) Dubai,DXB,CLINIC,,"Meena Bazar , Amwaj Building M02 Near Sharaf DG shop , BURDUBAI",97143337633,25.262719,55.292921
Ashokan Medical Clinic- Dubai,DXB,CLINIC,,"Naif Road, Near Khalifa Mosque
Al Lootha Bldg. Deira, Dubai
P.O. Box: 80064",97142730220,25.276267,55.312466
Aspris Wellbeing Clinic Llc (Previously Priory Wellbeing Centre),DXB,CLINIC,,"UNIT 7&8 BUILDING 19 AL NUZHA STREET,CITY WALK DUBAI",97143854493,25.2339082,55.2840955
Aster Al Nahda Medical Centre - Dubai,DXB,CLINIC,,"8 Basim and yousef Building, AL Nahda",97142399119,25.292346,55.369431
Aster Imaging Centre Al Muteena,DXB,CLINIC,,"AL GHURAIR REAL ESTATE BUILDING,GROUND FLOOR,SHOP NO. 4,AL MUTEENA STREET",97142532900,25.2735332,55.321346
Aster Jabel Ali Medical Center (Br of D M Health,DXB,CLINIC,,"Aster Medical Centre, Nesto Hypermarket, Jebel Ali, Dubai P.O. Box.No: 8703",97148841962,25.00676,55.107025
Aster Jubilee Medical Complex  - Dubai,DXB,CLINIC,,"Khalid Bin Al Waleed Road, Bur Dubai, Dubai",97145090325,25.259845,55.294179
Aster Medical Center (JLT) Aster Plus - Dubai,DXB,CLINIC,,"Red Diamond Building, Near Carrefour Market, Jumeirah Lake Towers - Dubai",97144204069,25.077184,55.154242
Aster Medical Center -  Qusais,DXB,CLINIC,,"Al Fattan Building, Ground Floor, Damascus Street, Al Qusais",97144400500,25.269488,55.380519
Aster Medical Center Al Quoz - Dxb (PLUS),DXB,CLINIC,AL QOUZ FOURTH,"1st floor, Al Khail Mall, Latifa Bint Hamdan Street, Al Quoz 4, Dubai",97144400500,25.137189,55.252549
Aster Medical Center International City - Dubai,DXB,CLINIC,,"V19 Russia Cluster, Al Warsan First
International City
P.O. Box: 8703",97144312273,25.168035,55.403634
Aster Medical Centre Abu Hail - Dubai,DXB,CLINIC,,"GROUND FLOOR, SHOP NO.2, 24 Street, NEAR CHOITHRAM SUPER MARKET, HOR AL ANZ (EAST)",97142692785,25.2806142,55.3497219
Aster Medical Centre Al Qusais - Dubai,DXB,CLINIC,,"Capital Building, Sheikh Colony near Dafza Metro Station, Near Raymond Shop, Al Qusais First",97142632202,25.269705,55.375741
Aster Medical Centre Arabian Ranches - Dxb (Premium),DXB,CLINIC,,"1ST FLOOR, SHOP NO. FF13, THE VILLAGE MALL - ARABIAN RANCHES COMMUNITY CENTRE, ARABIAN RANCHES II",97144560485,25.035028,55.272319
Aster Medical Centre Aswaaq Mall,DXB,CLINIC,,"Aswaaq Bldg., Al Barsha, Dubai UAE",97143471540,25.089687,55.227665
Aster Medical Centre Business Bay,DXB,CLINIC,,"Business Bay, Burj Khalifa",97144508896,25.192106,55.266343
Aster Medical Centre Muhaisna,DXB,CLINIC,,"Muhaisnah Plaza
P.O. Box: 8703",97142592154,25.282005,55.404146
Aster Medical Centre Ras Al Khor (Industrial 3) Dubai,DXB,CLINIC,RAS AL KHOR IND. THIRD,"Shop No 16-17, Ground Floor, Marhaba Mall, Ras Al Khor, Industrial Area 3, Dubai",97143425354,25.182438,55.377234
Aster Orthopedics and Physiotherapy Centre (Al Warqaa 1) Dubai,DXB,CLINIC,AL WARQA'A FIRST,"Hanbal Al Madani building, Ground Floor, Al Warqaa 1, Dubai",97142831026,25.18999,55.407432
Aster Plus Medical Center (Dubai Land) - Dubai,DXB,CLINIC,,"Skycourts Tower D, Ground Floor, R 7B, Wadi Al Safa 5, Dubai Land, Dubai, UAE",97143435645,25.091649,55.384752
Aster Plus Medical Centre (Al Barsha Heights) - Dubai,DXB,CLINIC,,"Al Bafta Grand Tower, near Westzone supermarket - Al Barsha Rd - Al Barsha 1",97143472420,25.1193304,55.1758995
Aster Plus Medical Centre Silicon Oasis,DXB,CLINIC,,"Silicon Gate 1
Dubai Silicon Oasis
P.O Box: 8703",97143332122,25.116412,55.389128
Aster Specialist Centre for Orthopedic & Physiotherapy - Dxb,DXB,CLINIC,,"AL AHBABI BUILDING, SHOP NO# 1, DAMASCUS STREET, AL QUSAIS 2, DUBAI, UAE",97143311006,25.276905,55.385784
Aster Specialist Medical Centre (Int'l City) Dubai,DXB,CLINIC,WARSAN FIRST,"The Pavilion Mall, RETAIL-10,ICP-RT-11/11A/11B, France Cluster,International City, Dubai",97144279554,25.158398,55.404722
Avanee Poly Clinic (Al Karama) Dubai,DXB,CLINIC,,"Zabeel Road, Hamsa Bldg
Office 417, Al Karama",97143278833,25.251446,55.308573
Axon Medica Polyclinic (Al Rashidiya Branch) - Dubai,DXB,CLINIC,AL RASHIDIYA,"Ground Floor, Rashidiya Central Market Bldg., Near Union Cooperative Society, Al Rashidiya, Dubai",97142859880,25.228768,55.384202
Axon Medica Polyclinic (Silicon Oasis) Dubai,DXB,CLINIC,,"Nadd Hessa Apartment, Lynx Tower, Opp. New Lulu Hypermarket Site, Dubai",97143484992,25.1170843,55.3770297
Azhar Clinic 3 (Ras Al Khor) - Dubai,DXB,CLINIC,,"Shop No. 12, Vegetable and Fruit Market, Al Aweer, Dubai",97142230244,25.10277,55.23386
B B A PHYSIOTHERAPY AND WELLNESS CENTER (DUBAI HILLS) DUBAI,DXB,CLINIC,,DUBAI HILLS ESTATE - PARK HEIGHTS- SQUARE 1- FLOOR 4- UNIT 403,971508003206,25.114021,55.2465229
BAYTI HOME HEALTH CARE CENTER (AL BARSHA 1) DUBAI,DXB,CLINIC,AL BARSHA FIRST,"YES BUSINESS CENTER, OFFICE NUMBER 904, 9TH FLOOR, AL BARSHA-1, DUBAI",97180022984,,
BELLEVUE MEDICAL CENTER (AL RIGGA) DUBAI,DXB,CLINIC,AL RIGGA,"HADI PLAZA BUILDING,SECOND FLOOR,202,19TH STREET,AL RIGGA,DEIRA,DUBAI,U.A.E",971585310646,25.26530509,55.32217999
BENESSERE POLY CLINIC LLC (WARSAN FIRST) DUBAI,DXB,CLINIC,WARSAN FIRST,"PERSIA CLUSTER O-01,SHOP 08, INTERNATIONAL CITY, AL WARSAN 1",97145293504,25.16102,55.40911
BEST CLINIC  (AL KARAMA) DUBAI,DXB,CLINIC,AL KARAMA,"OFFICE 118, B BLOCK, AL ATTAR BUILDING, SHEIKH KHALIFA-ZAYED ST, AL KARAMA, DUBAI UAE",97143270888,25.24855,55.30076
BEST HEALTH MEDICAL CENTER (MUHAISNAH 4) DUBAI,DXB,CLINIC,,"MADINA HYPER MARKET BUILDING , MUHAISNAH 4, DUBAI",97142500818,0.00,0.00
BLOOM PLUS POLY CLINIC (WARSAN FIRST) DUBAI,DXB,CLINIC,,"FRANCE CLUSTER, R-23 SHOP NO -20,22,24, DUBAi, UAE",97145657070,25.16349,55.40668
BLUE TREE CLINICS (AL MANARA) DUBAI,DXB,CLINIC,,"Villa No 967, Al Wasl Road, Umm Suqueim 2 , Al Manara- Dubai",97143488262,25.1487649,55.2115795
BONEX KLINIK ORTHOPEDIC AND SPINE LLC (DOWNTOWN) DUBAI,DXB,CLINIC,,BURJ VISTA TOWER 2	SHEIKH MOHAMMED BIN RASHID BLVD- DOWNTOWN DUBAI,97143886535,25.1983357,55.27043619
BRIGHT CARE CLINIC (DUBAI INVESTMENT PARK FIRST) DUBAI,DXB,CLINIC,DUBAI INVESTMENT PARK FIRST,"AIKO MALL, GROUND FLOOR,G33, DUBAI INVESTMENT PARK 1",97148322330,,
BRIGHT WAY  DENTAL CLINIC (SHAIKH RASHID) DUBAI,DXB,CLINIC,AL GARHOUD,"ITHRAA TOWER, GARHOUD VIEW BUILDING, SHAIKH RASHID STREET – 2ND STREET, DUBAI",97142699947,25.2443127,55.3397479
Badr Al Samaa Medical Centre - Dubai,DXB,CLINIC,,"ESAG MUSALLA BUILDING	AL MANKHOUL,KHALID BIN WALEED ROAD",97143578681,25.257498,55.299956
Basmat Albayan Medical Centre,DXB,CLINIC,,"FLAT 19, FIRST FLOOR, JUMAIRAH CENTER, JUMAIRAH STREET, JUMAIRAH 1",97143434701,25.2306434,55.2630275
Bay Avenue Dental Centre - Dubai,DXB,CLINIC,,"1701, Regal Tower, Opposite JW Marriott Marquis Hotel, Business Bay, Dubai",97142770247,25.186562,55.260537
Better Life Clinic- Dubai,DXB,CLINIC,,"P.O. Box: 2289
Lebanese Grill Rest., Near Ramada Hotel, Bur Dubai,Mankhool Road. Dubai",97143592255,25.255147,55.294779
Bissan Dental Center (Al Barsha 1) Dubai,DXB,CLINIC,,"1103, 11th floor, Tameem House, Al Thanya Street, Barsha Heights, Tecom, Dubai, UAE",97143743388,25.099454,55.177342
Boston Diabetes & Endocrine Center -Dubai,DXB,CLINIC,,"115 Level 1, Mardoof Building,
Sheikh Zayed Road, Dubai
P. O. Box: 57334",97143805888,25.177136,55.245008
Bright Life Medical Center (DIP 2) Dubai,DXB,CLINIC,DUBAI INVESTMENT PARK SECOND,"1st Floor Pason's Hypermarket, Above Landmark Bldg. Dubai Investment PArk 2, Dubai",97148833000,,
Bright Smile Dental and Orthodontic Center - Dubai,DXB,CLINIC,JUMEIRA FIRST,"Apartment 105, Al Shafar Building 7, Al Wasl Road, Jumeirah 1, Dubai",97143449675,25.213453,55.258588
CANADIAN SPECIALIST HOSPITAL CLINICS (AL MURAQQABAT) DUBAI,DXB,CLINIC,AL MURAQQABAT,"Al Ghurair Centre, 2nd Floor, Al Rigga Rd, Deira, Dubai, UAE",971470722222,25.26775699,55.31885223
CARE BLUE CLINIC (JEBEL ALI) DUBAI,DXB,CLINIC,,"CARE BLUE CLINIC FZCO , NEW WEST CAMP , NEAR GATE NUMBER - 7 , JEBAL ALI FREEZONE , DUBAI , UAE",97142830080,24.95726338,55.05768878
CARE ONE POLYCLINIC LLC (DIP) DUBAI,DXB,CLINIC,DUBAI INVESTMENT PARK FIRST,"Shop 31-32, Ramla Hypermarket, Dubai Investment Park 1, Dubai",97148836656,25.1328243,55.126764
CHUGHTAI CLINIC PRVSLY INTEGRATED RHEUMATOLOGY & ARTHRITIS CENTER (DHCC) DUBAI,DXB,CLINIC,,"105 Building, 47, Dubai healthcare City",97144568952,25.13449,55.19205
CITICARE MEDICAL CENTER (ARJAN) DUBAI PRVSLY PESHAWAR MEDICAL CENTER (ARJAN ) DUBAI,DXB,CLINIC,,Al Salam Building Al Barsha South Arjan PO Box 80418 Dubai UAE,97147700948,25.272473,55.330762
CLOVER MEDICAL CENTER ( MIRDIF) DUBAI,DXB,CLINIC,MIRDIF,"MIRDIF HILLS AVENUE, 78TH STREET2, MIRDIF",97142590266,55.44169,25.22305
CLOVER MEDICAL CENTER (AL NAHDA) DUBAI,DXB,CLINIC,AL NAHDA SECOND,"AL AHLI HOUSE, ALNAHDA2",97142633655,55.38273,25.29756
CLOVER MEDICAL CENTER LLC (BURDUBAI) DUBAI,DXB,CLINIC,,"BIN THANI BUILDING, BURDUBAI",97143852500,55.30718,25.25816
COOPER HEALTH CLINIC (AL WASL) DUBAI,DXB,CLINIC,,"1ST FLOOR, J3 MALL, AL MANARA, AL WASL ROAD, DUBAI, UAE",97143508800,25.15221455,55.21385685
COSMESURGE CLINICS (DUBAI MARINA) DUBAI,DXB,CLINIC,,Office Number 3301 & 3302 Al Habtoor Business Tower - Opposite Habtoor Grand Hotel - Dubai,97143445915,25.085603703285074,55.14171910000001
COSMO HEALTH MEDICAL CENTER (MARINA) DUBAI,DXB,CLINIC,,"Dusit Princess Residence - Dubai, Marina	34MV + 4R Dubai",97144150500,25.08306,55.1445
COSMO HEALTH MEDICAL CENTER (UMM SUQIEM) DUBAI (PRVSLY AQUACARE MEDICAL CENTER- DUBAI),DXB,CLINIC,,"890 Al Wasl Rd., Umm Suqeim 1, Jumeirah,Dubai",97143477433,25.20863,55.272191
COSMO HEALTH MEDICAL CENTER LLC BRANCH (MIRDIF) DUBAI,DXB,CLINIC,MIRDIF,"S06,07 MIRDIF AVENUE MALL, END FLOOR, 93C STREET, MIRDIF DUBAI",97144150550,25.23293,55.43216
Canadian Spezd Cen. for Orho. & Den. Treatment FZ,DXB,CLINIC,OUD METHA,"P.O. Box: 505146, DHCC",97144281499,25.234033,55.3160713
Canadian Wellness Centre (Al Quoz)- Dubai,DXB,CLINIC,,"Sheikh Suhail Building, Level 1 Office 3, Near Automall and Al Masraf Bank, Al Qouz, Dubai",97143217646,25.1431977,55.2188416
Care Plus Medical Centre - Dubai,DXB,CLINIC,,"Jebel Ali Industrial Area 1, P.O. Box 95900, Dubai, UAE_x000D_",97148829333,25.009787,55.103788
Care and Cure Medical Center - Dubai,DXB,CLINIC,,"Office No - 101 & 102 , Po.Box No - 392676, Eiffel Accommodation-2 BLDG, Opp: Belhasa Driving School , Near Al Khail Mall, Alquoz-3 , Dubai , U.A.E.",97143399162,25.15616,55.26192
City Centre Clinic - Al Barsha South 2 (Br of MAF Healthcare,DXB,CLINIC,,My City Centre Al Barsha South 2,97142052777,25.04094,55.14299
City Centre Clinic - Nad Al Hamar (Br of MAF Healthcare LLC),DXB,CLINIC,,"Bel Remaitha Club Bldg. Al Rebath St., Nad Al Hamar, Dubai",97142052777,25.12495,55.2247
