PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
MEDICINA PHARMACY BRANCH 7,AUH,PHARMACY,2ND STREET,ARMED FORCE COOP SOCIETY BLDG,02-6678701,24.4666,54.4986
BURJEEL PHARMACY L.L.C- BRANCH 2,AUH,PHARMACY,,MAZYAD MALL SHOP 13 MUSSAFFAH,02-5534848,24.4008,54.5343
MEDICINE SHOPPE AL WAHDA MALL(LLH)(VPS),AUH,PHARMACY,AIRPORT ROAD,AL WAHDA MALL,02-4437788,24.4695,54.3734
MEDICLINIC HOSPITAL CLINIC- REEM MALL,AUH,CLINIC,AL REEM,ALZAWIYAH ST,02-4126110,24.4881,54.4003
MEDICLINIC ALNOOR  PHARMACY REEM MALL,AUH,PHARMACY,AL REEM,ALZAWIYAH ST,02-4126110,24.4881,54.4003
MEDICAL SPECIALITY  CENTER LLC,AUH,CLINIC,,JASIM AHMED AL HINDI BUILDING ZAYED 1ST STREET KHALIDHIYA,02-6336325,24.4783,54.3544
MEDI LIFE PHARMACY,AUH,PHARMACY,BINSAED STREET,GROUND FLOOR BINSAED STRT AIRORT ROAD,02-4455668,24.449,54.3912
MEDICINE MART PHARMACY LLC,AUH,PHARMACY,,GROUND FLOOR OPP. ARMENIAN CHURCH MUSAFFAH,02-5541847,24.3476,54.5213
MEDICINE SHOPPE AL MURUR PHARMACY (VPS),AUH,PHARMACY,MURUR ROAD,YTOWER BUILDING,02-6438330,24.4393,54.4151
MEDICINE SHOPPE MUSHRIF MALL PH (VPS),AUH,PHARMACY,MUSHRIF MALL,AIRPORT RD.,02-4470407,24.4397,54.4109
ALTHIQA ELITE PHARMACY,AUH,PHARMACY,,NO. C-35 MEZAR SALEM BUILDING FALAH STREET FALAH STREET,02-6342424,24.4773,54.3671
MEDLINE MEDICAL CENTRE,AUH,CLINIC,,MEDLINE MEDICAL CENTRE BUILDING OPP. VILLAGE MALL MUSAFFAH INDUSTRIAL AREA,02-5530577,24.3544,54.5227
MEDLINE PHARMACY,AUH,PHARMACY,,BUILD 16 INDUSTRIAL AREA MUSSAFFAH,02-5530577,24.3542,54.5226
MEDLUX MEDICAL CENTER L.L.C.,AUH,CLINIC,,"AL BADI KOHLER ROAD PLOT NO 6, SHOP NO 02 MAFRAQ INDUSTRIAL AREA ZONE 1",02-5467355,32.3417,36.202
MEDLUX PHARMACY LLC,AUH,PHARMACY,,NEAR MEDLUX MEDICAL CENTRE  MAFRAQ INDUTRIAL AREA ZONE,02-6229722,24.2692,54.604
MEDMAX PHARMACY LLC,AUH,PHARMACY,,GROUND FLOOR AL DHAFRA WORKERS VILLAGE  I CAD 3,02-4469386,24.3339,54.5313
MEDICINE SHOPPE MADEENA ZAYED PH (VPS),AUH,PHARMACY,ELECTRA STREET,MADEENA ZAYED SHOPPING CENTER,02-6588918,23.6674,53.6983
MENA LABS MEDICAL LABORATORY - AUH,AUH,LABORATORY,NAJDA STREET,AL MAZROUI BLDG.  2ND FLOOR NAJDA STREET AL DANAH,02-6723232,24.4853,54.3746
MEZYAD MEDICAL CENTER,AUH,CLINIC,Street # 79,TOWER 3 MEZYAD MALL MOHAMMED BIN ZAYED CITY,02-5519977,24.3745,54.5385
MILLENNIUM HOSPITAL LLC,AUH,HOSPITAL,MUSSAFAH,C 175 ME 9 SHABIA 9,02-6113333,24.3419,54.5374
MILLENNIUM HOSPITAL PHARMACY,AUH,PHARMACY,MUSSAFAH,C 175 ME 9 SHABIA 9,02-5649409,24.3419,54.5374
MADINAT MOH BIN ZAYED HLTH CARE CTR-SEHA,AUH,CLINIC,MAQTA'A,MMBZ,050-6738070,24.4293,54.4655
MADINAT MOH BIN ZAYED HEALTHCARE PH-SEHA,AUH,PHARMACY,MMBZ ABU DHABI,MADINAT ZAYED HOSP,80050 / 050-6738070,24.3342,54.5574
SEHA MOBILE CLINIC 1-SEHA,AUH,CLINIC,AL SALAM ST.,TDIC BLDG BEHIND MINISTRY OF LABOR NEXT TO KHALIFA PARK,02-8113811,24.4258,54.4666
SEHA MOBILE CLINIC 2-SEHA,AUH,CLINIC,,ABU DHABI,02-8113811,24.4874,54.3426
MODERN PHARMACY (AUH),AUH,PHARMACY,AIRPORT ROAD,NR.BANK SADERAT IRAN,02-6226646,24.4901,54.3644
MODERN DAR AL SHIFA PHARMACY MUS (ASTER),AUH,PHARMACY,INDUSTRIAREA 9,MOOPENS POLYCLINIC BUILDING  NR SIGNAL,02-5557939/02-5538408,24.3743,54.5105
MODERN DAR AL SHIFA PHARMACY (ASTER),AUH,PHARMACY,ZAYED 2ND STREET,BEHIND DANA HOTEL,02-6446100,24.496,54.3789
ASTER PRIMARY CARE L.L.C.(ASTER),AUH,CLINIC,SANNAYAH STREET,NEARBY EMIRATES DRIVING SCHOOL,02-5557078,24.3826,54.5137
MOORFIELDS EYE HOSPITAL CENTRE L.L.C,AUH,HOSPITAL,,MARINE BSDMIREANE CORNICHE,02-6433494,24.5357,54.3008
DAR AL MOUASAH CLINICAL LABS.,AUH,LABORATORY,HAMDAN STREET,MEZZANINE FLOOR PLAZA TOWER,02-6260066,24.4928,54.3669
MUBARAK MEDICAL CENTER-BRANCH 1,AUH,CLINIC,,NEAR AL ESHOUSH GYM AL ESHOUSH VILLAGE BANIYAS AL MAFRAQ WORKERS CITY-2,03-7642978,24.259,54.6304
MUBARAK PHARMACY - BRANCH 1,AUH,PHARMACY,,MMC BRANCH 1 BLDG AL ESHOUSH VILLAGE BANIYAS AL MAFRAQ WORKERS CITY-2,03-7642914,24.2579,54.6296
AL-MUSHRIF CLINIC-SEHA,AUH,CLINIC,,AL MUSHRIF CHILDREN'S SPEC CTR,80050,24.4363,54.4029
NAHDI PHARMACY DALMA MALL,AUH,PHARMACY,,SHOP 70 DALMA MALL MUSSAFAH,050-1273314,24.3332,54.5239
NAHDI PHARMACY YAS MALL,AUH,PHARMACY,,SHOP 108 GF YAS MALL YAS ISLAND,050-1062070,24.4884,54.6092
NATIONAL REFERENCE LABORATORY LLC,AUH,DIAGNOSTIC CENTER,,BUISNESS HUB  MUSAFFAH,02-4930400,24.321,54.5203
NATIONAL HOSPITAL (AVIVO),AUH,HOSPITAL,ABDULLA BIN HUMAID AL RUMAITHI ST,BUILDING 16,02-6711000,24.4654,54.3649
AL AHALIA NATIONAL PHARMACY LLC  BRANCH1,AUH,PHARMACY,,AHALIA HOSPITAL BUILDING NEAR TO BMW SHOWROOM ABU DHABI-AL AIN ROADMUSAFFA,02-81119119,24.3646,54.524
NATION PHARMACY LLC,AUH,PHARMACY,,SHEIKH KHALIFA MEDICAL CITY HASSABINZAYED ALKARAMAH,02-2011807,24.4704,54.3665
NATURAL LIFE PHARMACY LLC-LIFE,AUH,PHARMACY,,SECOND FLOOR DALMA MALL,02-5535528,24.3324,54.5244
NEW ABU DHABI PHARMACY (AHALIA GRP),AUH,PHARMACY,FALAH STREET,APCO BUILDINGNEARBY ADNOC PETROL BUNK,02-6777625,24.4913,54.3756
NEW FAMOUS MEDICAL CENTER LLC,AUH,CLINIC,,SALEM HAMEES MUSAFFAH 34 :MUSAFFAH,02-5538040,24.3501,54.5127
MEDICINA PHBAIN AL JASRAIN-SOLE PROP,AUH,PHARMACY,,6TH STREET AL MAQTA BAIN AL JAZRAIN NEAR NAHYAN MOSQUE,02-584 0477,24.4125,54.5055
NEW LAND MARK PHARMACY,AUH,PHARMACY,HAMDAN ROAD,DALMA CENTER BUILDING NR UAE EXHANGE CTR,02-6316886,24.4871,54.3594
NEW PHARMACY COMPANY WLL BRANCH 2,AUH,PHARMACY,,NMC ROYAL HOSPITAL - MAIN ENTR 16TH STREET KHALIFA CITY,02-2035021,24.412,54.5711
NEW PHARMACY COMPANY W L L- BRANCH 8,AUH,PHARMACY,,NMC ROYAL MC BLDG OPP. DEERFIELDS MALL SHAMAMAH,02-8859403,24.5209,54.669
NEW PHARMACY CO. WLL (NMC),AUH,PHARMACY,ELECTRA STREET,NMC TOWER,02-6322379,24.4847,54.3622
NEW PHARMACY COMPANY WLL- BRANCH 7,AUH,PHARMACY,,NEAR INTERNATIONAL COMMUNITY S NMC ROYAL MEDICAL CENTRE BLDG AL KARAMA,02-6144951,24.4268,54.5683
NEXTHEALTH PHARMACY,AUH,PHARMACY,,"205, F FLOOR, HAMEEM MALL AL SALAM CITY AREA AL DHAFRA REGION",02-5555369,24.201,54.4231
NEW HEALTHLINE MEDICAL CENTER,AUH,CLINIC,SHAHAMA,FLR 1 59,02-5668600,24.5598,54.6945
NIDHAM GHAYATHY PHARMACY,AUH,PHARMACY,,GROUD FLOOR P 74 MAIN STREET AL GHAYAHTHI,02-8741791,24.5294,52.8085
NMC SPECIALITY HOSPITAL - AUH (NMC),AUH,HOSPITAL,ELECTRA STREET,16 TH STREET NMC BUILDING,02-6332255/6179722,24.4865,54.3618
NMC PHARMACY (NMC),AUH,PHARMACY,AIRPORT ROAD,NMC SPECIALITY HOSPITAL BUILDING,02-6324488/02-6179820,24.5603,54.3629
N M C PHARMACY - BRANCH 1,AUH,PHARMACY,ELECTRA STREET,NMC HOSPITAL,02-6179143,24.4118,54.5704
NMC ROYAL FAMILY MEDICAL CENTRE L.L.C.,AUH,HOSPITAL,16TH STREET,PRESTIGE TOWER NEAR CAPITAL MALL,02-6911500,24.375,54.5317
MESK ALMADINA MEDICAL CENTRE L.L.C,AUH,CLINIC,,OPPO. ICAD RESIDENTIAL 2 ICAD AREA M40 MUSSAFAH,02-5504333,24.3795,54.4889
NMC ROYAL HOSPITAL LLC,AUH,HOSPITAL,16TH STREET,NEAR INTL SCHOOL OF CHOUEIFAT,02-2035000,24.4142,54.5712
NMC ROYAL MEDICAL CENTRE LLC,AUH,CLINIC,AL SAUD ST,KING ABDULAH BIN ABDDULAZIZ,02-5133111,24.5373,54.358
NMC ROYAL MEDICAL CENTRE LLC BR SHAHAMA,AUH,CLINIC,,OPP. DEERFIELDS MALL C170 SHAHAMA,02-8859400,24.5203,54.6719
NMC ROYAL MEDICAL CENTER -AL KARAMA BR,AUH,CLINIC,,NEAR INTERNATIONAL COMMUNITY S AL FARIS STREET AL KARAMA,02-6144900,24.4712,54.3563
NEW NATIONAL MEDICAL CENTRE (AVIVO),AUH,CLINIC,,"SECTOR ME10 ,NEAR UAE EXCHANGE SHABIYAH KHALIFA SHABIYAH",5520100,24.3316,54.5399
NEW NATIONAL MEDICAL CENTRE LLC BRANCH 1,AUH,CLINIC,,"NASER ABDULLAH AL YATEEM, 27 NO 27, AL MADEENAH AS SINA'IYA 2ND STREET SECTOR M36, PLOT138",02-6330244,24.3437,54.5011
NEW NATIONAL MEDICAL CENTER PH (AVIVO),AUH,PHARMACY,,BUILDING NO 37 SECTOR 10 MUSAFFAH,02-5520100,24.3306,54.5396
MEDICLINIC PHARMACY - AL MAMOURA,AUH,PHARMACY,DELMA ST,AL MAMOURA MAMOURA AREA,02-6728229,24.4952,54.3712
MEDICLINIC HOSPITALS (AIRPORT ROAD HOSP),AUH,HOSPITAL,AIRPORT ROAD,NEAR CARREFOUR,02-4446655,24.4174,54.4614
MEDICLINIC PHARMACY - ALNOOR - BRANCH 1,AUH,PHARMACY,AIRPORT ROAD,NEAR CARREFOUR AL NOOR HOSP BUILDING,02-4944590,24.4173,54.4621
NOOR ALAHLI PHARMACY - BRANCH 2,AUH,PHARMACY,,"M-9, SHABIYA NEAR SAFEER MALL, MUSAFFAH",02-5530368,24.3429,54.5303
NOOR ALAHLI PHARMACY - BRANCH 3,AUH,PHARMACY,,"GROUND FLR  NEAR AHALIA HOSPITAL, SECTOR 6 ABU DHABI",02-5530368,24.363,54.5243
NOOR ALAHLI PHARMACY - BRANCH 4,AUH,PHARMACY,,"NOOR ALAHLIMC NEAR BANIYAS COURT, BANIYAS WEST",02-5530368,24.2776,54.6436
NOOR ALAHLI PHARMACY - BRANCH 5,AUH,PHARMACY,,"BANIYAS WEST  NEAR DAR-AL-ULOOM SCHOOL,  BANIYAS,",02-5530368,24.2905,54.6309
NOOR ALAHLI PHARMACY - BRANCH 6,AUH,PHARMACY,HAMDAN STREET,"NOOR ALAHLI MC OPPOSITE HOME CENTER,  HAMDAN ST",02-5530368,24.4885,54.3599
NOOR ALAHLI PHARMACY - BRANCH 7,AUH,PHARMACY,HAMDAN STREET,"GROUND FLOOR HAMDAN STREET,  ABU DHABI",02-5530368,24.4888,54.3619
NOOR ALAHLI MEDICAL CENTER - BRANCH 2,AUH,CLINIC,,"M-9, SHABIYA  NEAR SAFEER MALL, MUSAFFAH",02-5530368,24.3437,54.5301
NOOR ALAHLI MEDICAL CENTER - BRANCH 4,AUH,CLINIC,,NOOR ALAHLI MC NEAR BANIYAS COURT BANIYAS WEST,02-5530368,24.2815,54.6419
NOOR ALAHLI MEDICAL CENTER - BRANCH 6,AUH,CLINIC,HAMDAN STREET,"MARFA SOUQ, OPP ABU SAEED MOSQUE MIRFA",02-8833020,24.1245,53.5065
MEDICLINIC HOSPITALS - BANIYAS CLINICS,AUH,CLINIC,SECTOR 9 20TH STREET,BANIYAS RESIDENTIAL AREA,02-5668800,24.2881,54.647
MEDICLINIC AL MAMORA L.L.C.,AUH,CLINIC,AL SAAD STREET / SULTAN BIN ZAYED,BEFORE MAIN BUS TERMINAL FRONT OF RED CRESCENT NEAR LULU MAIN BLDG AND AL NAHYAN CAMP,02-6723400,24.4657,54.3857
MEDICLINIC - KHALIFA CITY LLC,AUH,CLINIC,,284 NEAR KHALIFA CITY POLICE STATION,02-8856700,24.4402,54.5968
MEDICLINIC PHARMACY- AL MUSAFFAH 2,AUH,PHARMACY,WESTREN R 10,BILAL MUSTAFA AL KHALED BUILDING,02-4496140,24.3387,54.5313
MEDICLINIC HOSPITALS-ALMUSAFAHSPECCLINIC,AUH,CLINIC,,"ME-10, SHABIYA BIN MASJID SHAB SHABIYAH 10 SHABIYAH 10",02-4066874,24.3326,54.5314
MEDICLINIC PHARMACY - MADINAT ZAYED 2,AUH,PHARMACY,WESTERN REGION,AL DHAFRA BUILDING,02-8848276,23.6679,53.6979
MEDICLINIC HOSPITALS-MADINAT ZAYED SPEC,AUH,CLINIC,E45 STREET DHAFRA,NEAR AL DHAFRA SPORT CLUB,02-8848833,23.7016,53.698
NOOR ALAHLI PHARMACY BRANCH1(AHALIA GRP,AUH,PHARMACY,,MADINA MALL ICAD RESCIDENTIAL CITY MUSAFFAH,02-8119119,24.3396,54.4893
NOOR ALAHLI MEDICAL CENTER  BRANCH-1,AUH,CLINIC,,MADINA MALL ICAD RESIDENTIAL CITY ICADMUSAFFAH,02-81119119,24.3403,54.4894
NOOR AL SHIFA PHARMACY,AUH,PHARMACY,,SECTOR 41 PLOT NO C57GROUND FLOOR MUROOR ROAD,507317103,25.8003,55.9762
NEW AL WATHBA PHARMACY (JULPHAR GRP),AUH,PHARMACY,BANIYAS STREET,BESIDE COMMERCIAL BANK OF ABU DHABI,02-5823656,24.4847,54.375
NEW AL DAMAN PHARMACY,AUH,PHARMACY,HAMDAN ROAD,HAMDAN CENTRE,02-6216700,24.4882,54.3629
OASIS MEDICAL CENTRE - BRANCH 1 (AHALIA),AUH,CLINIC,AL FALAH STREET,MOHD ALI ALMUHAIRBI BUILDING NEAR TO TAHA MEDICAL CENTRE AL FALAH STREET,02-8119119,24.4977,54.3748
OAISS BRACES CENTRE L.L.C.,AUH,DENTAL,,H&M BUILDING 3RD FLOOR NAJDHA AL MARKAZIA,02-6344343,24.4884,54.3949
OASIS MEDICAL CENTRE (AHALIA GROUP),AUH,CLINIC,FALAH STREET,MOHAMMED ALI AL MUBARBI BUILDING NEARBY ADNOC PERTOL BUMP,02-6763282,24.4827,54.3739
OCCU MED CLINIC (VPS),AUH,CLINIC,,GLOBAL ASCENT BUSINESS CNTR,02-5134000,24.3661,54.5213
OLIVE PHARMACY,AUH,PHARMACY,AL DHAFEER ST.,BEHIND DUBAI ISLAMIC BANK AL DHAFEER ST,02 6664008,24.4357,54.4376
MEDICAL PARK CONSULTANTS ONE DAY SURGERY,AUH,DAY CARE,AL FALAH STREET,140 W11 BESIDE BNP PARIBAS AL BATEEN ST.,02-3028888,24.4625,54.3446
PATTAYA MEDICAL CENTRE,AUH,CLINIC,,RASHID KHADM AL MUHAYRI  B3 MUSSAFAH 37,02-5530233,24.348,54.493
PATTAYA PHARMACY,AUH,PHARMACY,,RASHID KHADM AL MUHAYRI  ICAD MUSSAFA INDUSTRIAL AREA MUSSAFAH 37,02-5551335,24.3597,54.5217
PRIDE PHARMACY,AUH,PHARMACY,,GROUND FLOORUBAID THANI GUMMA NEAR K M TRADINGSTREET NO. 6 SANAIYA,03-7998706,24.1912,55.7557
PRIME CARE MEDICAL CENTER LLC,AUH,CLINIC,,NEARBY EMIRATES IDENTITY AUTHO M/4,02-5538188,24.3394,54.5351
PRIME CURE MEDICAL CENTER (AUH),AUH,CLINIC,FALAH STREET,MEZER SALEM BUILDING NEXT TO G FALAH STREET FALAH STREET,02-6342424,24.4791,54.3669
PRIME LONDON PHARMACY,AUH,CLINIC,AL KHALIDIYAH,VILLA 253,02-6261661,24.4626,54.3562
BURJEEL PHARMACY L.L.C. - BRANCH 10,AUH,PHARMACY,HAZZA BIN ZAYED ST,BAKHIT AL MANSOURI BLDG,02-6415533,24.4769,54.3791
BURJEEL PHARMACY L.L.C - BRANCH 11,AUH,PHARMACY,MAIN ROAD,GRND FLR KHALIFA CITY COOP SOCIETY,02-5562421,24.4208,54.5657
BURJEEL HOME CARE SERVICES LLC,AUH,DAY CARE,HAZZA BIN ZAYED ST,BAKHIT AL MANSOURI BLDG,02-6415533,24.4789,54.3812
PROFICIENCY MEDICAL CLINIC,AUH,CLINIC,,BUILDING NUMBER C199 SHABIA 12NEAR TO MODEL SCHOOL MUSSAFFAH,,24.321,54.5383
PROFICIENCY SPECIALIST LABORATORIES,AUH,LABORATORY,,BUILDING NUMBER C199 SHABIA 12NEAR TO MODEL SCHOOL MUSSAFFAH,02-3355171,24.3207,54.538
PUBLIC HEALTH PHARMACY L.L.C,AUH,PHARMACY,,HOP NO 2B PLOT NO F2C4_1 MAGENTA PEARL VILLAGE AL MAFRAQ INDUSTRIAL 2 CHINACP,02-6678668,32.3417,36.202
QUALITY CARE MEDICAL CENTER LLC,AUH,CLINIC,,"STAR TOWER BLDG. 1ST FLR,LULU STREET ABUDHABI",02-6260600,24.4915,54.3568
QUSAHWIRA MEDICAL CENTER,AUH,CLINIC,,"WESTERN REGION, AL DHAFRAH ABUDHABI",02-6023882,22.7139,54.787
AL RAFA MEDICAL CENTRE LLC (ASTER),AUH,CLINIC,AL KHALIDIYA,UNITED SQUARE BLDG.,02-6266672,24.4719,54.3505
AL ABEER MEDICAL CENTER DAY SURGERY UNIT,AUH,DAY CARE,,200; F-2; HYPERMARKET BUILDING NAJDA STREET NAJDA STREET,02-6330440,24.4894,54.3699
RAHAT MEDICAL CENTER,AUH,CLINIC,,"MARINA PLAZA TOWER, ABOVE QATA LULU STREET MARKAZIYA",02-6333924,24.4888,54.3645
HALA MEDICAL CENTRE,AUH,CLINIC,,NEAR UAE EXCHANGE,02-8742437,23.842,52.8116
RAHMATH SILA CLINIC,AUH,CLINIC,,BUILDING 457 1ST FLOOR NEAR UAE EXCHAGE BLDG SILA WESTERN REGION,02-8424999,24.0711,51.7637
RAINBOW CITY PHARMACY,AUH,PHARMACY,,SECTOR M4 PLOT P11  SECTOR M4,02-5542322,24.3651,54.5177
MAXIM MEDICAL CENTRE LLC,AUH,CLINIC,12TH STREET,WORKERS VILLAGE BLDG NEAR MUSSAFAH MALL,02-5500161,24.3126,54.4973
AL RAZI PHARMACY CO.,AUH,PHARMACY,KHALEEJ ARABI STREET,GDC HOSPITAL BUILDING,02-6675938,24.4907,54.3627
REAL 7 PHARMACY DMCC (BRANCH),AUH,PHARMACY,,UNIT NO. M032 GROUNDFLOOR  MASDAR CITY,04-3441122,24.4481,54.6076
REEM HOSPITAL LLC INPATIENT PHARMACY,AUH,PHARMACY,OPP SORBONNE UNIVERSITY,ST FLR REEM HOSPITAL,02-8152000,24.4925,54.4126
REEM NEUROSCIENCE CENTER LLC,AUH,CLINIC,AL NAHYAN NEAR TO DELMA PARK,VILLA109 REEM NEUROSCIENCE CT,02-6651777,24.4728,54.3885
REEM NEUROSCIENCE PHARMACY,AUH,PHARMACY,AL NAHYAN,VILLA 109 NEUROSCIENCE CENTRE,02-6651777,24.4728,54.3885
RIGHT CHOICE HEALTH PHARMACY,AUH,PHARMACY,INDUSTRIAL AREA MUSAFFAH 10,FL NO 32 BUILDING 43,02-4917599,24.3713,54.5048
RIGHT CHOICE MEDICAL CENTER,AUH,CLINIC,,IGHT CHOICE MEDICAL CENTRE BDN MUSAFFAH SANAYA 10 NEAR ALYA SUPERMARKET,24917600,24.3718,54.5053
RIGHT HEALTH PHARMACY SOLE PROP,AUH,PHARMACY,HABSHAN CAMP,PARCEL T 29,04-3335502,23.7454,53.5079
RIVOLI EYE ZONE (BRANCH OF ABU DHABI),AUH,OPTICS,FORSAN CENTRAL MALL,"G 04, GROUND FLOOR",02-3097254,24.4097,54.5658
RIVOLI EYEZONE GALLERIA MALL,AUH,OPTICS,AL MARYAH ISLAND,"11135, FIRST FLOOR GALLERIA MALL",02-6260121,24.5003,54.3907
RIVOLI EYEZONE ABU DHABI MALL,AUH,OPTICS,,B71 FIRST FLOOR MAIN ENTRANCE TOURIST CLUB,02-6410017,24.5042,54.3831
RIVOLI AVANTI -YAS MALL,AUH,OPTICS,,G 170A OPPOSITE RIVOLI WATCHES FASHION ENTRANCE,02-5650440,24.4961,54.6084
AL ROWDHA CLINIC FAMILY MEDICINE-SEHA,AUH,CLINIC,AL KARAMA STREET,AL KARAMA STREET,02-8191550,24.4628,54.3677
AL ROWDHA FAMILY MEDICINE CLINIC PH-SEHA,AUH,PHARMACY,AL KARAMA ROAD,AL KARAMA ROAD,02-8191567/1568,24.4627,54.3678
ROYAL PHARMACY - AUH (JULPHAR GRP OF PHY,AUH,PHARMACY,ZAYED EL AWSTREET,BHD.CHOITHRAM,02-6666427,24.474,54.3506
PROVIDENCE INTERNATIONAL MED&COSMETIC CT,AUH,CLINIC,EL AWAL STREET,F-MEZZ ZAYED EL AWAL ST; KHALDIYA BHD.CHOITHRAM,02-6661197,24.3559,54.4957
ROYAL INTERNATIONAL MEDICAL CENTER,AUH,CLINIC,,ELENCO BUILDING BESIDE LULU EXCHANGE MAFRAQ,02-8775522,24.4539,54.3773
ROYAL INTERNATIONAL PHARMACY,AUH,PHARMACY,,ELENCO BUILDING BESIDE LULU EXCHANGE AL MAFRAQ,02-5833735,32.3417,36.202
RUWAIS HOSPITAL CODE H-242 (ADNOC),AUH,HOSPITAL,RUWAIS HOUSING COMPLEX,CODE H-242 NEAR RUWAIS MALLRUWAIS HOUSING COMPLEX,02-6020575/6020535,24.6306,52.5914
AL SAADA PHARMACY,AUH,PHARMACY,,SHOP NO 4 AL AKKAVI BLDG NEAR LULU EXCHANGE,02-6278313,24.4939,54.3698
SAAD PHARMACY-AUH,AUH,PHARMACY,HAMDAN STREET,AL YOUSUF CENTRE PIZZA HUT BUILDING,02-6277332,24.4926,54.3659
SABA MEDICAL CENTER,AUH,CLINIC,,14TH ST M37 INDUSTRIAL AREA MUSSAFAH,02-5523300,24.3536,54.5007
AL SADIQ PHARMACY (JULPHAR GRP OF PHY),AUH,PHARMACY,MAIN MUSSAFAH BRIDGE,BUILDING 54 NR AL NOOR HOSPNMC SPEC HOSP,02-5530036,24.3266,54.5308
AL SAFWA MEDICAL CENTER L.L.C.,AUH,DENTAL,HAMDAN STREET,OFFICE # 603 6TH FLOOR MARJAN PLAZA BUILDING OPP.HAMDAN CENTER,02-6262989,24.2962,54.6393
SAHARA MEDICAL CENTER LLC,AUH,CLINIC,M44,M44 MUSAFFAH INDUSTRIAL AREA,02-5556394,24.4485,54.4709
SAHARA PHARMACY LLC,AUH,PHARMACY,M44,M44 MUSAFFAH INDUSTRIAL AREA,02-5556394,24.3405,54.5325
SAMA ALSHAMKHA MEDICAL CENTRE,AUH,CLINIC,,4243 FLOOR NEAR AL QIMA SCHOOL AL SHAMKHA,02-5866020,24.3636,54.6894
SAMA AL SHAMKHA PHARMACY,AUH,PHARMACY,,4243 FLOOR NEAR AL QIMA SCHOOL AL SHAMKHA,02-5866020,24.364,54.6894
SAMA TABRIZI DENTISTRY BR AUH,AUH,DENTAL,,104 EMIRATES RED CRESCENT MINISTRY COMPLEX KHALIFA PARK,02-5833328,24.4312,54.4672
AL SAMHA HEALTH CTR PH-SEHA,AUH,PHARMACY,AL SAMHA,AL SAMHA,02-5620048,24.6655,54.7729
SANDS PHARMACY - AUH,AUH,PHARMACY,FALAH STREET,GOLDEN SANDS CTR BUILDING,02-6425688,24.4774,54.3671
SARHAD PHARMACY,AUH,PHARMACY,,SHEIKH HAMDAN BUILDING SHOP NO # 21 GROUDNF FLOOR 17 STREET SANIAYA MUSSAFAH,02-5551429,24.3842,54.5186
SEA CITY PHARMACY - MUSAFAH,AUH,PHARMACY,,NOOR AL SHIFA MEDICAL CENTER BLDG. DUBAI - MAFRAQ ROAD NEW  NEW SHAHAMA,02-5528801,24.5334,54.4845
SEA CITY PHARMACY,AUH,PHARMACY,,GOLDEN CHOICE MEDICAL BUILDING M/17 MUSAFAH SANAYYA SANAYYA,557217122,24.366,54.4845
AIRPORT CLINIC -1- SEHA,AUH,CLINIC,,ABU DHABI INTERNATIONAL AIRPORT   ABU DHABI,02 575 7875,24.4419,54.6501
AL FALAH HEALTHCARE CENTER- SEHA,AUH,CLINIC,,ABU DHABI - UNITED ARAB EMIRATES  AUH,02-7115072,24.4599,54.741
DISEASE PREVENTION & SCREENING CNTR-SEHA,AUH,CLINIC,AL SALAM STREET,SEHA,+971 2 410 2720,24.3572,54.5219
ABU DHABI BLOOD BANK- SEHA,AUH,CLINIC,,BUDHABI SEHA ABUDHABI,02 8192037,24.2334,55.7308
AL CORNICE HOSPITAL IVF CENTER- SEHA,AUH,HOSPITAL,CORNICHE ROAD,CORNICHE ROAD BESIDE SHERATON HOTEL  ABUDHABI,02-6724900,24.5016,54.3697
SEHA DIALYSIS - DELMA-SEHA,AUH,CLINIC,WESTERN REGION,WESTERN REGION,02-5012929,24.4757,52.3092
SEHA DIALYSIS - GHAITHY-SEHA,AUH,CLINIC,WESTERN REGION,WESTERN REGION,02-5012929,24.3267,54.6159
SEHA DIALYSIS - MIRFA-SEHA,AUH,CLINIC,WESTERN REGION,WESTERN REGION,02-5012929,24.0851,53.4977
SEHA DIALYSIS - MADINET ZAYED-SEHA,AUH,CLINIC,WESTERN REGION,WESTERN REGION,02-5012929,23.6585,53.6804
SEHA DIALYSIS - SILA-SEHA,AUH,CLINIC,WESTERN REGION,WESTERN REGION,02-5012929,24.0692,51.7621
SEHA DIALYSIS - SKMC-SEHA,AUH,CLINIC,AL KARAMA ST,NEAR MOSQUE MASJID,02-5012929,24.4682,54.3645
SEHA DIALYSIS - TAWAM-SEHA,AUH,CLINIC,TAWAM CAMPUS,TAWAM CAMPUS,02-5012929,24.1956,55.6504
SHEIKH KHALIFA MEDICAL CITY DIALYSIS,AUH,CLINIC,,KARAMA STREET  ABU DHABI CITY,02-5012925,24.4697,54.3685
SEHA DIALYSIS SERVICES - AL MAFRAQ H,AUH,CLINIC,,AL MAFRAQ  ABUDHABI,02-4102900,24.3267,54.6159
SEHA MOBILE CLINIC 3,AUH,CLINIC,,ABU DHABI ISLAND  AUH,02-6419733,24.4277,54.5651
SEHA EMIRATES HOSPITAL L.L.C (DUBLIN),AUH,HOSPITAL,EMIRATES SCHOOL DELMA STREET,VILLA 123BLOCK NO 37EAST,02-4451669,24.4711,54.383
