Index,match_method,zavis_id,zavis_name,zavis_url,zavis_city,zavis_category,zavis_address,zavis_phone,zavis_lat,zavis_lon,zavis_email,zavis_maps_url
274,phone,care-one-poly-clinic-llc-dubai,Care One Poly Clinic,https://www.zavis.ai/directory/dubai/clinics/care-one-poly-clinic-llc-dubai,Dubai,clinics,Dubai Investment Park - 1 - Dubai Investment Park First - Dubai - United Arab Emirates,+971 4 883 6656,24.9710933,55.1720203,,"https://www.google.com/maps?q=24.9710933,55.1720203"
275,name,nasser-clinic-llc-dubai,Nasser Clinic,https://www.zavis.ai/directory/dubai/clinics/nasser-clinic-llc-dubai,Dubai,clinics,"AL GHAZAL BUILDING, Damascus Street 260/2, AL QUSAIS SECOND, Dubai",+971 4 220 3111,25.2719524,55.3821823,,"https://www.google.com/maps?q=25.2719524,55.3821823"
276,,,,,,,,,,,,
277,phone,globehealth-general-clinic-l-l-c-dubai,Globehealth General Clinic,https://www.zavis.ai/directory/dubai/clinics/globehealth-general-clinic-l-l-c-dubai,Dubai,clinics,"Flat # 111, First Floor, Emirates Islamic Bank Building - شارع الثاني من ديسمبر‎ - السطوة - دبي - United Arab Emirates",+971 4 346 4180,25.2374651,55.2753603,,"https://www.google.com/maps?q=25.2374651,55.2753603"
278,name,pakistan-medical-center-dubai,Pakistan Medical Center,https://www.zavis.ai/directory/dubai/clinics/pakistan-medical-center-dubai,Dubai,clinics,"Pakistan Association Dubai, شارع 11ب 12, OUD METHA, Dubai",+971 4 230 5000,25.2389922,55.3153413,,"https://www.google.com/maps?q=25.2389922,55.3153413"
279,,,,,,,,,,,,
280,phone,wellcare-advanced-poly-clinic-l-l-c-dubai,Wellcare Advanced Poly Clinic,https://www.zavis.ai/directory/dubai/clinics/wellcare-advanced-poly-clinic-l-l-c-dubai,Dubai,clinics,Al Rostamani - Al Quoz Street - Al Qouz Third - Al Quoz - Dubai - United Arab Emirates,+971 4 328 5130,25.1521465,55.2420791,,"https://www.google.com/maps?q=25.1521465,55.2420791"
281,name,best-health-medical-center-l-l-c-dubai,Best Health Medical Center,https://www.zavis.ai/directory/dubai/clinics/best-health-medical-center-l-l-c-dubai,Dubai,clinics,42nd St - Muhaisanah Fourth - Muhaisnah 4 - Dubai - United Arab Emirates,+971 4 410 4949,25.2742323,55.3076463,,"https://www.google.com/maps?q=25.2742323,55.3076463"
282,phone,al-taif-medical-centre-dubai,Al Taif Medical Centre,https://www.zavis.ai/directory/dubai/clinics/al-taif-medical-centre-dubai,Dubai,clinics,"668 Haji Mohd Mubarak, Naif Road, Naif, Dubai",+971 4 222 2383,25.2739,55.308,,"https://www.google.com/maps?q=25.2739,55.308"
283,phone,lakeshore-medical-center-dubai,Lakeshore Medical Center,https://www.zavis.ai/directory/dubai/clinics/lakeshore-medical-center-dubai,Dubai,clinics,Al Bustan Center - Al Qusais - Al Qusais 1 - Dubai - United Arab Emirates,+971 4 264 9312,25.2745332,55.3676207,,"https://www.google.com/maps?q=25.2745332,55.3676207"
284,phone,dr-reena-beegum-clinic-dubai,Dr. Reena Beegum Clinic,https://www.zavis.ai/directory/dubai/clinics/dr-reena-beegum-clinic-dubai,Dubai,clinics,"D26&D27, Al Wasl District, Next Azhar Al Madeena supermarket - NEXT MANGO HYPERMARKET - old شارع مستشفى المكتوم - نايف - ديرة - دبي - United Arab Emirates",+971 4 224 0060,24.9560183,55.0571864,,"https://www.google.com/maps?q=24.9560183,55.0571864"
285,name,doctors-clinic-diagnostic-centre-fz-llc-dubai,Doctors Clinic Diagnostic Centre,https://www.zavis.ai/directory/dubai/labs-diagnostics/doctors-clinic-diagnostic-centre-fz-llc-dubai,Dubai,labs-diagnostics,"Location Type: Building, Phase: One, Building: 64-Block A , Floor: Ground, Unit Number: 03R1 - 03R3, Oud Metha Road 265, Dubai Healthcare City, Dubai",+971 50 970 3884,25.2334011,55.3181421,,"https://www.google.com/maps?q=25.2334011,55.3181421"
286,,,,,,,,,,,,
287,phone,medlite-medical-center-dubai,Medlite Medical Center,https://www.zavis.ai/directory/dubai/clinics/medlite-medical-center-dubai,Dubai,clinics,"Riviera Dreams, Warsan, WARSAN FIRST, Dubai",+971 4 458 5859,25.168469,55.4066156,,"https://www.google.com/maps?q=25.168469,55.4066156"
288,,,,,,,,,,,,
289,name,physioveda-medical-center-l-l-c-branch-dubai,Physioveda Medical Center,https://www.zavis.ai/directory/dubai/physiotherapy/physioveda-medical-center-l-l-c-branch-dubai,Dubai,physiotherapy,"Kanoo Group al kifaf building, Kanoo, Al Karama, Dubai",+971 800 8332,25.2360835,55.2713973,,"https://www.google.com/maps?q=25.2360835,55.2713973"
290,name,med-one-medical-center-llc-dubai,Med One Medical Center,https://www.zavis.ai/directory/dubai/clinics/med-one-medical-center-llc-dubai,Dubai,clinics,"Al Fatten Building, شارع 3أ 3, AL QUSAIS SECOND, Dubai",+971 56 959 5777,25.0890859,55.1908356,,"https://www.google.com/maps?q=25.0890859,55.1908356"
291,name,absolute-wellness-medical-centre-llc-dubai,Absolute Wellness Medical Centre,https://www.zavis.ai/directory/dubai/clinics/absolute-wellness-medical-centre-llc-dubai,Dubai,clinics,"SALMAN EBRAHIM, 12 Street 41, AL QOUZ INDUSTRIAL THIRD, Dubai",+971 54 206 8485,25.1531905,55.2436013,,"https://www.google.com/maps?q=25.1531905,55.2436013"
292,,,,,,,,,,,,
293,phone,clinicare-samari-br-of-imara-health-care-llc-dubai,Clinicare Samari,https://www.zavis.ai/directory/dubai/clinics/clinicare-samari-br-of-imara-health-care-llc-dubai,Dubai,clinics,"Samari Retail Building  R -1008 -1, ras al khor, RAS AL KHOR INDUSTRIAL THIRD, Dubai",+971 4 332 2682,25.1768724,55.376398,,"https://www.google.com/maps?q=25.1768724,55.376398"
294,phone,clinicare-br-of-imara-health-care-llc-dubai,Clinicare,https://www.zavis.ai/directory/dubai/clinics/clinicare-br-of-imara-health-care-llc-dubai,Dubai,clinics,"Suit 301, Mozna Building, Next to Al Nahda metro station - القصيص - الطوار الرابعة - دبي - United Arab Emirates",+971 4 261 7175,25.2748866,55.3114622,,"https://www.google.com/maps?q=25.2748866,55.3114622"
295,,,,,,,,,,,,
296,name,houston-medical-clinic-l-l-c-branch-dubai,Houston Medical Clinic,https://www.zavis.ai/directory/dubai/clinics/houston-medical-clinic-l-l-c-branch-dubai,Dubai,clinics,"Elite Buisness Centre , First Floor 101- 102 - opposite Lulu Hypermarket - البرشاء الأولى - البرشاء - دبي - United Arab Emirates",+971 4 388 7456,25.1018325,55.1708554,,"https://www.google.com/maps?q=25.1018325,55.1708554"
297,,,,,,,,,,,,
298,phone,cosmopolitan-medical-centre-dubai,Cosmopolitan Medical Centre,https://www.zavis.ai/directory/dubai/clinics/cosmopolitan-medical-centre-dubai,Dubai,clinics,"Abdulla Al Haj Hassan Mohd Fadhlani, Al Fahidi Street 5, AL RAFFA, Dubai",+971 4 325 7457,25.2626655,55.2924257,,"https://www.google.com/maps?q=25.2626655,55.2924257"
299,,,,,,,,,,,,
300,,,,,,,,,,,,
301,,,,,,,,,,,,
302,,,,,,,,,,,,
303,,,,,,,,,,,,
304,name,gsm-medical-center-llc-dubai,Gsm Medical Center,https://www.zavis.ai/directory/dubai/clinics/gsm-medical-center-llc-dubai,Dubai,clinics,Muaded Almazrouei Bdlg - 1st floor - Al Satwa Rd - near Satwa Roundabout - Al Satwa - Dubai - United Arab Emirates,+971 800 47662,25.2343421,55.2780623,,"https://www.google.com/maps?q=25.2343421,55.2780623"
305,name,grand-infinity-medical-center-llc-branch-dubai,Grand Infinity Medical Center,https://www.zavis.ai/directory/dubai/clinics/grand-infinity-medical-center-llc-branch-dubai,Dubai,clinics,Shop no.4 - Street - next to Grand Excelsior Hotel - Al Muteena - Deira - Dubai - United Arab Emirates,+971 4 262 1791,24.9252697,54.9719632,,"https://www.google.com/maps?q=24.9252697,54.9719632"
306,name,bright-life-medical-center-llc-dubai,Bright Life Medical Center,https://www.zavis.ai/directory/dubai/clinics/bright-life-medical-center-llc-dubai,Dubai,clinics,مجمع دبي للإستثمار 2 - 40 Street - above Landmark Restaurant - Dubai Investment Park Second - Dubai - United Arab Emirates,+971 54 998 5795,24.9751564,55.2051562,,"https://www.google.com/maps?q=24.9751564,55.2051562"
307,phone,good-will-clinic-llc-dubai,Good Will Clinic,https://www.zavis.ai/directory/dubai/clinics/good-will-clinic-llc-dubai,Dubai,clinics,Jebel Ali Industrial Area - Dubai - United Arab Emirates,+971 4 884 8777,24.9966567,55.1421841,,"https://www.google.com/maps?q=24.9966567,55.1421841"
308,name,faith-jabal-medical-center-l-l-c-dubai,Faith Jabal Medical Center,https://www.zavis.ai/directory/dubai/clinics/faith-jabal-medical-center-l-l-c-dubai,Dubai,clinics,2464+3C4 - Mena Jabal Ali - Jabal Ali Industrial First - Dubai - United Arab Emirates,+971 50 566 7923,25.0103568,55.1058518,,"https://www.google.com/maps?q=25.0103568,55.1058518"
309,name,lotus-medical-center-l-l-c-dubai,Lotus Medical Center,https://www.zavis.ai/directory/dubai/clinics/lotus-medical-center-l-l-c-dubai,Dubai,clinics,"Al Rostamani - Building, Al Qiyada Building - 2 Al Quoz St - القوز الثالثة - القوز - دبي - United Arab Emirates",+971 4 430 0012,25.1524029,55.2423502,,"https://www.google.com/maps?q=25.1524029,55.2423502"
310,name,medze-clinic-l-l-c-dubai,Medze Clinic,https://www.zavis.ai/directory/dubai/clinics/medze-clinic-l-l-c-dubai,Dubai,clinics,"THE CENTRE RESIDENCE, Abu Baker Al Siddique Road 98, Al Muteena, Dubai",+971 4 570 0012,25.2713629,55.3298315,,"https://www.google.com/maps?q=25.2713629,55.3298315"
311,phone,new-lotus-medical-center-l-l-c-dubai,New Lotus Medical Center,https://www.zavis.ai/directory/dubai/clinics/new-lotus-medical-center-l-l-c-dubai,Dubai,clinics,"Al Qusais Building, Damascus Street 253, AL QUSAIS FIRST, Dubai",+971 4 261 9795,25.2753786,55.3829021,,"https://www.google.com/maps?q=25.2753786,55.3829021"
312,phone,dr-sunny-medical-centre-dubai,DR Sunny Medical Centre,https://www.zavis.ai/directory/dubai/clinics/dr-sunny-medical-centre-dubai,Dubai,clinics,Office No. M7 Al Saleem Mall - منطقة جبل علي الصناعية - دبي - United Arab Emirates,+971 4 252 9966,24.9829612,55.137122,,"https://www.google.com/maps?q=24.9829612,55.137122"
313,phone,dr-sirajuddin-medical-centre-dubai,Dr Sirajuddin Medical Centre,https://www.zavis.ai/directory/dubai/clinics/dr-sirajuddin-medical-centre-dubai,Dubai,clinics,Dr. Sirajudeen Medical Centre - 45B St - Al Karama - Dubai - United Arab Emirates,+971 4 334 5955,25.2373,55.303,,"https://www.google.com/maps?q=25.2373,55.303"
314,phone,new-apollo-polyclinic-l-l-c-dubai,New Apollo Polyclinic,https://www.zavis.ai/directory/dubai/clinics/new-apollo-polyclinic-l-l-c-dubai,Dubai,clinics,"263 Al Karama Center Bldg., Al Karama, Al Karama, Dubai",+971 4 337 9040,25.2449,55.303,,"https://www.google.com/maps?q=25.2449,55.303"
315,phone,dr-sanjay-medical-centre-dubai,Dr. Sanjay Medical Centre,https://www.zavis.ai/directory/dubai/clinics/dr-sanjay-medical-centre-dubai,Dubai,clinics,Latifa Bint Hamdan Street - Al Khail Mall - SECOND FLOOR - Al Qouz Fourth - Al Quoz - Dubai - United Arab Emirates,+971 4 328 5999,25.1492,55.2461,,"https://www.google.com/maps?q=25.1492,55.2461"
316,phone,dr-ismail-day-surgical-centre-dubai,Dr Ismail Day Surgical Centre,https://www.zavis.ai/directory/dubai/clinics/dr-ismail-day-surgical-centre-dubai,Dubai,clinics,"Wasl Hub, Al Wasl Building, 41 Street 12, Al Karama, Dubai",+971 4 337 8585,25.2405232,55.2999415,,"https://www.google.com/maps?q=25.2405232,55.2999415"
317,name,dr-ismail-medical-center-dubai,Dr. Ismail Medical Center,https://www.zavis.ai/directory/dubai/clinics/dr-ismail-medical-center-dubai,Dubai,clinics,39 1 - 39/1 26th St - Al Qouz Ind.second - Al Quoz - Dubai - United Arab Emirates,+971 4 338 1550,25.132811,55.2531437,,"https://www.google.com/maps?q=25.132811,55.2531437"
318,phone,dr-ismail-new-polyclinic-dubai,Dr Ismail New Polyclinic,https://www.zavis.ai/directory/dubai/clinics/dr-ismail-new-polyclinic-dubai,Dubai,clinics,Building # 12 - Street NO.1 Sheikh Zayed Rd - Jebel Ali Village - Discovery Gardens - Dubai - United Arab Emirates,+971 4 449 4087,25.0489218,55.131428,,"https://www.google.com/maps?q=25.0489218,55.131428"
319,,,,,,,,,,,,
320,phone,dr-ismail-polyclinic-mall-br-of-dr-ismail-polyclinic-dubai,DR Ismail Polyclinic Mall BR OF DR. Ismail Polyclinic,https://www.zavis.ai/directory/dubai/clinics/dr-ismail-polyclinic-mall-br-of-dr-ismail-polyclinic-dubai,Dubai,clinics,"first Floor, Gate Mall - Shop 22 - Mina Jebel Ali - Jabal Ali Industrial First - Dubai - United Arab Emirates",+971 4 347 4537,24.9787733,55.1373773,,"https://www.google.com/maps?q=24.9787733,55.1373773"
321,name,dr-abdulla-s-clinic-dubai,Dr.Abdulla S Clinic,https://www.zavis.ai/directory/dubai/clinics/dr-abdulla-s-clinic-dubai,Dubai,clinics,"Mona Residence, Amman Street, AL QUSAIS INDUSTRIAL FIFTH, Dubai",+971 58 503 6360,25.2855229,55.4068299,,"https://www.google.com/maps?q=25.2855229,55.4068299"
322,phone,dr-ismail-day-surgical-centre-dubai,Dr Ismail Day Surgical Centre,https://www.zavis.ai/directory/dubai/clinics/dr-ismail-day-surgical-centre-dubai,Dubai,clinics,"Wasl Hub, Al Wasl Building, 41 Street 12, Al Karama, Dubai",+971 4 337 8585,25.2405232,55.2999415,,"https://www.google.com/maps?q=25.2405232,55.2999415"
323,phone,care-and-cure-medical-center-llc-dubai,Care And Cure Medical Center,https://www.zavis.ai/directory/dubai/clinics/care-and-cure-medical-center-llc-dubai,Dubai,clinics,Unnamed Road - Al QuozAl - 564X+8CW - القوز الثالثة - القوز - دبي - United Arab Emirates,+971 4 339 9162,25.1557848,55.2486646,,"https://www.google.com/maps?q=25.1557848,55.2486646"
324,phone,brite-medicare-medical-center-l-l-c-dubai,Brite Medicare Medical Center,https://www.zavis.ai/directory/dubai/clinics/brite-medicare-medical-center-l-l-c-dubai,Dubai,clinics,403 - SUNDOS AL NAHDA BUILDING - النهدة الثانية - النهدة - دبي - United Arab Emirates,+971 4 546 3535,25.2971917,55.3775054,,"https://www.google.com/maps?q=25.2971917,55.3775054"
325,,,,,,,,,,,,
326,phone,blue-bell-medical-centre-llc-dubai,Blue Bell Medical Centre,https://www.zavis.ai/directory/dubai/clinics/blue-bell-medical-centre-llc-dubai,Dubai,clinics,"Al attar business centre, 3rd floor - Al Karama Metro Footbridge Landside - next to Al Karama Metro Footbridge - station - Dubai - United Arab Emirates",+971 4 342 6565,25.2422973,55.2973025,,"https://www.google.com/maps?q=25.2422973,55.2973025"
327,,,,,,,,,,,,
328,phone,medlite-medical-center-dubai,Medlite Medical Center,https://www.zavis.ai/directory/dubai/clinics/medlite-medical-center-dubai,Dubai,clinics,"Riviera Dreams, Warsan, WARSAN FIRST, Dubai",+971 4 458 5859,25.168469,55.4066156,,"https://www.google.com/maps?q=25.168469,55.4066156"
329,phone,badr-al-samaa-medical-centre-dubai,Badr Al Samaa Medical Centre,https://www.zavis.ai/directory/dubai/clinics/badr-al-samaa-medical-centre-dubai,Dubai,clinics,"Esag Al Musalla Building, Sabah Al Ahmed Al Jaber Al Sabah Street 71, MANKHOOL, Dubai",+971 4 357 8681,25.2581939,55.2983017,,"https://www.google.com/maps?q=25.2581939,55.2983017"
330,,,,,,,,,,,,
331,name,axon-medica-polyclinic-br-of-axon-medica-investment-management-l-l-c-dubai,Axon Medica Polyclinic,https://www.zavis.ai/directory/dubai/clinics/axon-medica-polyclinic-br-of-axon-medica-investment-management-l-l-c-dubai,Dubai,clinics,"Union Co-operative Building, Rashidiya Central Market - 33A St - next to Rashidiya Police Station - Al Rashidiya - Dubai - United Arab Emirates",+971 4 285 9880,25.228738,55.3845457,,"https://www.google.com/maps?q=25.228738,55.3845457"
332,,,,,,,,,,,,
333,,,,,,,,,,,,
334,phone,doctors-clinic-llc-dubai,Doctors Clinic,https://www.zavis.ai/directory/dubai/clinics/doctors-clinic-llc-dubai,Dubai,clinics,12 Al Maktoum Hospital Rd - Al Rigga - Dubai - United Arab Emirates,+971 4 224 6688,25.2687,55.3049,,"https://www.google.com/maps?q=25.2687,55.3049"
335,,,,,,,,,,,,
336,,,,,,,,,,,,
337,,,,,,,,,,,,
338,,,,,,,,,,,,
339,name,al-shaab-medical-centre-dubai,Al Shaab Medical Centre,https://www.zavis.ai/directory/dubai/clinics/al-shaab-medical-centre-dubai,Dubai,clinics,"1233 Al Bader, 30b Street 52/2, HOR AL ANZ EAST, Dubai",+971 4 440 0500,25.27661,55.3371381,,"https://www.google.com/maps?q=25.27661,55.3371381"
340,,,,,,,,,,,,
341,,,,,,,,,,,,
342,,,,,,,,,,,,
343,,,,,,,,,,,,
344,,,,,,,,,,,,
345,,,,,,,,,,,,
346,,,,,,,,,,,,
347,,,,,,,,,,,,
348,phone,access-clinic-alqouz-br-of-dm-healthcare-llc-dubai,Access Clinic Alqouz,https://www.zavis.ai/directory/dubai/clinics/access-clinic-alqouz-br-of-dm-healthcare-llc-dubai,Dubai,clinics,"Al Arif Contracting Co LLC, al Qouz, AL QOUZ INDUSTRIAL THIRD, Dubai",+971 4 321 7544,25.1578132,55.2486226,,"https://www.google.com/maps?q=25.1578132,55.2486226"
349,phone,aster-gp-clinic-burdubai-br-of-dm-healthcare-llc-dubai,Aster Gp Clinic Burdubai,https://www.zavis.ai/directory/dubai/clinics/aster-gp-clinic-burdubai-br-of-dm-healthcare-llc-dubai,Dubai,clinics,"Building, Burj Al Ghubaiba - Road - near Ghubaiba Bus station - Al Souq Al Kabeer - Dubai - United Arab Emirates",+971 4 352 7300,25.2624096,55.2873138,,"https://www.google.com/maps?q=25.2624096,55.2873138"
350,name,access-clinic-dip-br-of-dm-healthcare-llc-dubai,Access Clinic Dip,https://www.zavis.ai/directory/dubai/clinics/access-clinic-dip-br-of-dm-healthcare-llc-dubai,Dubai,clinics,"Jabal Ali Shopping Center, 59 Street, DUBAI INVESTMENT PARK FIRST, Dubai",+971 4 883 3028,24.9784712,55.2022073,,"https://www.google.com/maps?q=24.9784712,55.2022073"
351,phone,access-clinic-international-city-br-of-dh-healthca-dubai,Access Clinic International City,https://www.zavis.ai/directory/dubai/clinics/access-clinic-international-city-br-of-dh-healthca-dubai,Dubai,clinics,"Morocco Cluster, gg, WARSAN FIRST, Dubai",+971 4 360 6587,25.1624803,55.4187164,,"https://www.google.com/maps?q=25.1624803,55.4187164"
352,,,,,,,,,,,,
353,phone,access-clinic-persia-cluster-br-of-dm-healthcare-l-dubai,Access Clinic Persia Cluster,https://www.zavis.ai/directory/dubai/clinics/access-clinic-persia-cluster-br-of-dm-healthcare-l-dubai,Dubai,clinics,"Mazhar Ali Chawla Bld, Persia N 3, WARSAN FIRST, Dubai",+971 4 552 0139,25.1594697,55.4083881,,"https://www.google.com/maps?q=25.1594697,55.4083881"
354,phone,access-clinic-sonapur-br-of-dm-healthcare-llc-dubai,Access Clinic Sonapur,https://www.zavis.ai/directory/dubai/clinics/access-clinic-sonapur-br-of-dm-healthcare-llc-dubai,Dubai,clinics,"Sameya Khalifa Mohd Alfuqaei, 24 Street 12, MUHAISANAH SECOND, Dubai",+971 4 251 0266,25.2604049,55.4231099,,"https://www.google.com/maps?q=25.2604049,55.4231099"
355,phone,access-clinic-sonapur-2-br-of-dm-healthcare-llc-dubai,Access Clinic Sonapur 2,https://www.zavis.ai/directory/dubai/clinics/access-clinic-sonapur-2-br-of-dm-healthcare-llc-dubai,Dubai,clinics,"Harib Juma Mohd Saeed Bin Subaih Al Falasi, 32a Street 72, MUHAISANAH SECOND, Dubai",+971 4 263 7279,25.2661821,55.4339643,,"https://www.google.com/maps?q=25.2661821,55.4339643"
356,,,,,,,,,,,,
357,phone,dr-koya-clinic-dubai,Dr. Koya Clinic,https://www.zavis.ai/directory/dubai/clinics/dr-koya-clinic-dubai,Dubai,clinics,Naif Rd - opposite Souk Al Wasl - Naif - Deira - Dubai - United Arab Emirates,+971 4 222 5854,25.2719,55.3063,,"https://www.google.com/maps?q=25.2719,55.3063"
358,name,access-clinic-dic-br-dm-healthcare-llc-dubai,Access Clinic Dic Br Dm Healthcare,https://www.zavis.ai/directory/dubai/clinics/access-clinic-dic-br-dm-healthcare-llc-dubai,Dubai,clinics,"Sapphire Mall, saih Shaib , SAIH SHUAIB 1, Dubai",+971 4 589 6619,24.8521491,55.0582142,,"https://www.google.com/maps?q=24.8521491,55.0582142"
359,,,,,,,,,,,,
360,name,armada-medical-centre-dubai,Armada Medical Centre,https://www.zavis.ai/directory/dubai/clinics/armada-medical-centre-dubai,Dubai,clinics,Level 19 Armada Tower 2 Jumeirah Lake Towers - Sheikh Zayed Rd - Al Thanyah Fifth - Jumeirah Lakes Towers - Dubai - United Arab Emirates,+971 4 399 0022,25.0746629,55.1447232,,"https://www.google.com/maps?q=25.0746629,55.1447232"
361,,,,,,,,,,,,
362,phone,anaya-medical-center-l-l-c-dubai,Anaya Medical Center,https://www.zavis.ai/directory/dubai/clinics/anaya-medical-center-l-l-c-dubai,Dubai,clinics,"First Floor, Farnek Building - Office no-103 - Al Qouz Third - Al Quoz - Dubai - United Arab Emirates",+971 4 344 1615,25.1539796,55.2456211,,"https://www.google.com/maps?q=25.1539796,55.2456211"
363,phone,alnoor-south-polyclinic-dwc-llc-dubai,Alnoor South Polyclinic Dwc,https://www.zavis.ai/directory/dubai/clinics/alnoor-south-polyclinic-dwc-llc-dubai,Dubai,clinics,"B3 The Pulse Residence Park Podium, Dubai south, MADINAT AL MATAAR, Dubai",+971 4 575 9111,24.943882,55.2227158,,"https://www.google.com/maps?q=24.943882,55.2227158"
364,,,,,,,,,,,,
365,phone,al-shifa-al-khaleeji-medical-centre-branch-llc-dubai,Al Shifa Al Khaleeji Medical Centre,https://www.zavis.ai/directory/dubai/clinics/al-shifa-al-khaleeji-medical-centre-branch-llc-dubai,Dubai,clinics,"Bayan Business Center, 17 Street, DUBAI INVESTMENT PARK FIRST, Dubai",+971 4 880 0920,24.9977494,55.1725937,,"https://www.google.com/maps?q=24.9977494,55.1725937"
366,name,al-qusais-star-polyclinic-dubai,Al Qusais Star Polyclinic,https://www.zavis.ai/directory/dubai/clinics/al-qusais-star-polyclinic-dubai,Dubai,clinics,"Abdullah Saeed Bel Hub Building, Halab Street, AL QUSAIS INDUSTRIAL FIRST, Dubai",+971 4 258 0411,25.2848376,55.3893577,,"https://www.google.com/maps?q=25.2848376,55.3893577"
367,,,,,,,,,,,,
368,,,,,,,,,,,,
369,name,abeer-al-noor-poly-clinic-dubai,Abeer Al Noor Poly Clinic,https://www.zavis.ai/directory/dubai/clinics/abeer-al-noor-poly-clinic-dubai,Dubai,clinics,"Bu Hussain Bldg1, 26b Street 27, AL QUSAIS SECOND, Dubai",+971 4 261 2248,25.2752079,55.3745246,,"https://www.google.com/maps?q=25.2752079,55.3745246"
370,,,,,,,,,,,,
371,name,al-murjan-medical-centre-l-l-c-dubai,AL Murjan Medical Centre,https://www.zavis.ai/directory/dubai/clinics/al-murjan-medical-centre-l-l-c-dubai,Dubai,clinics,"Brashy Building, Sheikh Zayed Street, AL QOUZ INDUSTRIAL FIRST, Dubai",+971 58 540 4108,25.1578,55.2312,,"https://www.google.com/maps?q=25.1578,55.2312"
372,,,,,,,,,,,,
373,,,,,,,,,,,,
374,,,,,,,,,,,,
375,phone,advanced-care-medical-center-l-l-c-branch-alqusais-dubai,Advanced Care Medical Center L.L.C Branch Alqusais,https://www.zavis.ai/directory/dubai/clinics/advanced-care-medical-center-l-l-c-branch-alqusais-dubai,Dubai,clinics,"MUSABBEH RASHID AL FATTAN AL FALASI, Damascus Street, AL QUSAIS FIRST, Dubai",+971 4 263 6800,25.2648013,55.4331906,,"https://www.google.com/maps?q=25.2648013,55.4331906"
376,,,,,,,,,,,,
377,,,,,,,,,,,,
378,name,advanced-care-medical-center-llc-branch-dip-dubai,Advanced Care Medical Center LLC (branch)dip,https://www.zavis.ai/directory/dubai/clinics/advanced-care-medical-center-llc-branch-dip-dubai,Dubai,clinics,"ALICO BULDING, 47 Street, DUBAI INVESTMENT PARK FIRST, Dubai",+971 4 885 0788,24.9761531,55.2015201,,"https://www.google.com/maps?q=24.9761531,55.2015201"
379,,,,,,,,,,,,
380,,,,,,,,,,,,
381,phone,al-mansoor-medical-center-dubai,Al Mansoor Medical Center,https://www.zavis.ai/directory/dubai/clinics/al-mansoor-medical-center-dubai,Dubai,clinics,"Al Moosa Bldg, 76b Street 11, AL SUQ AL KABEER, Dubai",+971 4 355 4040,25.2613706,55.2994861,,"https://www.google.com/maps?q=25.2613706,55.2994861"
382,phone,your-center-polyclinic-l-l-c-dubai,Your Center Polyclinic,https://www.zavis.ai/directory/dubai/clinics/your-center-polyclinic-l-l-c-dubai,Dubai,clinics,"Afnan-3 Shop No. 4 , Ma'asim First-Midtown - معيصم الأولى - Dubai Production City - دبي - United Arab Emirates",+971 4 365 7000,25.0287826,55.1800664,,"https://www.google.com/maps?q=25.0287826,55.1800664"
383,phone,al-waha-poly-clinic-l-l-c-s-o-c-dubai,AL Waha Poly Clinic,https://www.zavis.ai/directory/dubai/clinics/al-waha-poly-clinic-l-l-c-s-o-c-dubai,Dubai,clinics,"799 Muhammad Noor Talib Build, Al Nahda Street 30, AL SUQ AL KABEER, Dubai",+971 4 351 4150,25.2602394,55.2913396,,"https://www.google.com/maps?q=25.2602394,55.2913396"
384,phone,apollo-clinic-l-l-c-dubai,Apollo Clinic,https://www.zavis.ai/directory/dubai/clinics/apollo-clinic-l-l-c-dubai,Dubai,clinics,Al Arti Plaza - Zaa'beel St - Al Karama - Dubai - United Arab Emirates,+971 4 605 6056,25.2465475,55.3079603,,"https://www.google.com/maps?q=25.2465475,55.3079603"
385,name,oxford-medical-center-dubai,Oxford Medical Center,https://www.zavis.ai/directory/dubai/clinics/oxford-medical-center-dubai,Dubai,clinics,"Sharafi building, 12b Street 8, AL RAFFA, Dubai",+971 4 284 4952,25.2571126,55.286742,,"https://www.google.com/maps?q=25.2571126,55.286742"
386,name,dr-abdul-latif-clinic-dubai,Dr. Abdul Latif Clinic,https://www.zavis.ai/directory/dubai/clinics/dr-abdul-latif-clinic-dubai,Dubai,clinics,Mezzanine Floor، Al Nasser Building - Office 12 - Al Sabkha Rd - next to Sabhka Bus Station - Al Sabkha - Deira - Dubai - United Arab Emirates,+971 4 226 4999,25.2697303,55.3024538,,"https://www.google.com/maps?q=25.2697303,55.3024538"
387,name,liverpool-medical-clinic-dubai,Liverpool Medical Clinic,https://www.zavis.ai/directory/dubai/clinics/liverpool-medical-clinic-dubai,Dubai,clinics,Burdubai - Khalid Bin Al Waleed Rd - Al Raffa - Dubai - United Arab Emirates,+971 58 138 8060,25.2597836,55.2878785,,"https://www.google.com/maps?q=25.2597836,55.2878785"
388,,,,,,,,,,,,
389,phone,arin-care-poly-clinic-dubai,Arin Care Poly Clinic,https://www.zavis.ai/directory/dubai/clinics/arin-care-poly-clinic-dubai,Dubai,clinics,Shop # 5 Talal Plaza Mall - محيصنة الرابعة - محيصنة ٤ - دبي - United Arab Emirates,+971 4 395 2774,25.2803675,55.4067151,,"https://www.google.com/maps?q=25.2803675,55.4067151"
