id,name,city,category,address,phone,rating,reviews,insurance,languages,url
ziqitza-gulf-medical-response-and-ambulance-services-sole-proprietorship-l-l-c-abu-dhabi,Ziqitza Gulf Medical Response And Ambulance Services,Abu Dhabi,clinics,"Wafi Residence Office Block, Ground Floor LHEU - Metro - Umm Hurair Second - Dubai Healthcare City - Dubai - United Arab Emirates",+971 56 422 6565,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/ziqitza-gulf-medical-response-and-ambulance-services-sole-proprietorship-l-l-c-abu-dhabi
carewell-clinics-sole-proprietorship-l-l-c-abu-dhabi,Carewell Clinics,Abu Dhabi,clinics,Mushrif Mall - Hadbat Al Za`Faranah - E32 - Abu Dhabi - United Arab Emirates,+97126333244,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/carewell-clinics-sole-proprietorship-l-l-c-abu-dhabi
seha-kidney-care-center-central-abu-dhabi,SEHA Kidney Care Center - Central,Abu Dhabi,clinics,SEHA kidney care central center، Next to Sheikh Shakhbout Medical City - مدينة شخبوط - مدينة شخبوط 44 - أبو ظبي - United Arab Emirates,+971 2 711 7407,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/seha-kidney-care-center-central-abu-dhabi
dr-walaa-fakhr-medical-centre-abu-dhabi,DR. Walaa Fakhr Medical Centre,Abu Dhabi,clinics,Najda Street - Al Danah - E4 02 - Abu Dhabi - United Arab Emirates,+971(971)-2-6336662,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/dr-walaa-fakhr-medical-centre-abu-dhabi
grow-glow-medclinic-sole-proprietorship-l-l-c-abu-dhabi,Grow & Glow Medclinic,Abu Dhabi,clinics,Al Sadirat St - Al Shahama - New Shahamah - Abu Dhabi - United Arab Emirates,+971 2 650 5388,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/grow-glow-medclinic-sole-proprietorship-l-l-c-abu-dhabi
anti-aging-skin-clinic-l-l-c-o-p-c-abu-dhabi,Anti Aging Skin Clinic,Abu Dhabi,clinics,Located in Marina Mall - Al Kasir - Kasser Al Amwaj - Abu Dhabi - United Arab Emirates,+971 50 570 2761,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/anti-aging-skin-clinic-l-l-c-o-p-c-abu-dhabi
cambridge-high-school-l-l-c-clinic-abu-dhabi,Cambridge High School L.L.C Clinic,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+971(971)-2-5521621,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/cambridge-high-school-l-l-c-clinic-abu-dhabi
al-ittihad-drug-store-single-owner-l-l-c-branch-of-dubai-branch-of-abu-dhabi-1-abu-dhabi,AL Ittihad Drug Store Single Owner,Abu Dhabi,clinics,PB # 5374 - Dubai Investment Park Second - Dubai - United Arab Emirates,+971 4 899 2222,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-ittihad-drug-store-single-owner-l-l-c-branch-of-dubai-branch-of-abu-dhabi-1-abu-dhabi
al-dhafra-modern-medical-centre-abu-dhabi,AL Dhafra Modern Medical Centre,Abu Dhabi,clinics,Madinat Zayed - MZE16 - Abu Dhabi - United Arab Emirates,+971(971)-2-8846651,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-dhafra-modern-medical-centre-abu-dhabi
doctor-atiqur-rahman-polyclinic-llc-abu-dhabi,Doctor Atiqur Rahman Polyclinic,Abu Dhabi,clinics,418 Eastern Rd - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971 2 639 8331,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/doctor-atiqur-rahman-polyclinic-llc-abu-dhabi
relax-health-international-medical-center-abu-dhabi,Relax Health International Medical Center,Abu Dhabi,clinics,"Western Area - Villa no.53, Tarrif - Liwa - Tarif Rd - مدينة زايد - مدينة زايد غرب 3 - أبو ظبي - United Arab Emirates",+971 2 886 0088,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/relax-health-international-medical-center-abu-dhabi
hilal-bil-badi-partners-contracting-company-w-l-l-hilalco-first-aid-clinic-abu-dhabi,Hilal Bil Badi & Partners Contracting Company - W L L - Hilalco First Aid Clinic,Abu Dhabi,clinics,Adnec Compound، Liwa Tower - 1st Floor - Al Rawdah - Al Ma'arid - Abu Dhabi - United Arab Emirates,+971 2 445 7700,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/hilal-bil-badi-partners-contracting-company-w-l-l-hilalco-first-aid-clinic-abu-dhabi
ambulance-department-adcda-abu-dhabi,Ambulance Department - ADCDA,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+97125131083,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/ambulance-department-adcda-abu-dhabi
medlux-medical-center-l-l-c-abu-dhabi,Medlux Medical Center,Abu Dhabi,clinics,7HRR+3P2 - Jarn Yafour - Mafraq Industrial Area - Abu Dhabi - United Arab Emirates,+971 2 622 9722,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/medlux-medical-center-l-l-c-abu-dhabi
al-rabeeh-school-l-l-c-clinic-abu-dhabi,Al Rabeeh School L L C Clinic,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+971 2 448 2856,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-rabeeh-school-l-l-c-clinic-abu-dhabi
dr-kouthar-al-waidh-clinic-sole-proprietorship-l-l-c-abu-dhabi,DR Kouthar AL Waidh Clinic,Abu Dhabi,clinics,Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+971(971)-2-6331150,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/dr-kouthar-al-waidh-clinic-sole-proprietorship-l-l-c-abu-dhabi
health-square-medical-center-sole-proprietorship-l-l-c-abu-dhabi,Health Square Medical Center,Abu Dhabi,clinics,Al Maqta' St - Rabdan - RB7 - Abu Dhabi - United Arab Emirates,+971 2 641 4479,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/health-square-medical-center-sole-proprietorship-l-l-c-abu-dhabi
mcculloch-clinic-sole-proprietorship-l-l-c-abu-dhabi,Mcculloch Clinic,Abu Dhabi,clinics,14 شارع بُو فَحَّال - Zone 1E6 - E6 - Abu Dhabi - United Arab Emirates,+971(971)-2-6262677,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/mcculloch-clinic-sole-proprietorship-l-l-c-abu-dhabi
orange-drug-store-and-medical-equipments-llc-abu-dhabi,Orange Drug Store And Medical Equipments,Abu Dhabi,clinics,9F8R+V77 - Musaffah - M17 - Abu Dhabi - United Arab Emirates,+9712-6423556,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/orange-drug-store-and-medical-equipments-llc-abu-dhabi
ssmc-mortuary-abu-dhabi,SSMC Mortuary,Abu Dhabi,clinics,Unnamed Road - Shakhbout City - MSH44 - Abu Dhabi - United Arab Emirates,+971 50 753 5046,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/ssmc-mortuary-abu-dhabi
shangri-la-hotel-abu-dhabi-clinic-abu-dhabi,Shangri-La Hotel Abu Dhabi Clinic,Abu Dhabi,clinics,"Khor Al Maqta,Qaryat al Beri - Rabdan - RB2 - Abu Dhabi - United Arab Emirates",+971 2 509 8888,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/shangri-la-hotel-abu-dhabi-clinic-abu-dhabi
the-specialist-diabetes-treatment-research-centre-imperial-college-london-diabet-abu-dhabi-3,The Specialist Diabetes Treatment & Research Centre (imperial College London Diabetes Centre)-Sole Proprietorship LLC - Branch2,Abu Dhabi,clinics,Beside Zayed Military Hospital - شارع الخَلِيج العَرَبي - الروضة - المعارض - أبو ظبي - United Arab Emirates,+971 800 77,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/the-specialist-diabetes-treatment-research-centre-imperial-college-london-diabet-abu-dhabi-3
al-wahda-medical-centre-abu-dhabi,AL Wahda Medical Centre,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+97126418383,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-wahda-medical-centre-abu-dhabi
occu-med-clinic-l-l-c-abu-dhabi,Occu Med Clinic,Abu Dhabi,clinics,"M-4, Office No 15G, Ground Floor, Global Ascent Business Center - مصفح - مصفح 4 - أبو ظبي - United Arab Emirates",+971 2 513 4013,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/occu-med-clinic-l-l-c-abu-dhabi
clymb-entertainment-first-aid-clinic-abu-dhabi,Clymb Entertainment First Aid Clinic,Abu Dhabi,clinics,Abu Dhabi - Yas Island - Al Dar Labour Village - Abu Dhabi - United Arab Emirates,+971 600 511115,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/clymb-entertainment-first-aid-clinic-abu-dhabi
enfield-royal-medical-center-llc-abu-dhabi,Enfield Royal Medical Center,Abu Dhabi,clinics,Villa 2 - 142 Al 'Ishoush St - Khalifa City - SE1 - Abu Dhabi - United Arab Emirates,+97125568001,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/enfield-royal-medical-center-llc-abu-dhabi
dr-batras-health-care-center-l-l-c-o-p-c-abu-dhabi,DR Batras Health Care Center,Abu Dhabi,clinics,"Bookshop Building - 6th floor, Office No 604 - Muroor Rd - opposite Madinat Zayed Shopping center - Al Danah - E4 02 - Abu Dhabi - United Arab Emirates",+971 800 228727,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/dr-batras-health-care-center-l-l-c-o-p-c-abu-dhabi
tajmeel-specialized-medical-center-l-l-c-branch-abu-dhabi,Tajmeel Specialized Medical Center,Abu Dhabi,clinics,Al Karamah Street - Al Rawdah - W14 01 - Abu Dhabi - United Arab Emirates,+971 800 825,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/tajmeel-specialized-medical-center-l-l-c-branch-abu-dhabi
al-hosn-one-day-surgery-center-l-l-c-abu-dhabi,Al Hosn One Day Surgery Center,Abu Dhabi,clinics,AlHosn - Medical Center in Abu Dhabi,+971 2 666 5557,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-hosn-one-day-surgery-center-l-l-c-abu-dhabi
cherie-clinic-medical-center-l-l-c-o-p-c-abu-dhabi,Cherie Clinic Medical Center,Abu Dhabi,clinics,155 Al Fursan St - Khalifa City - SW14 - Abu Dhabi - United Arab Emirates,+971 2 621 7888,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/cherie-clinic-medical-center-l-l-c-o-p-c-abu-dhabi
well-touch-medical-center-l-l-c-abu-dhabi,Well Touch Medical Center,Abu Dhabi,clinics,Vila AlSayeed Sultan Fasel Mahdy - Al Sihayli St - Khalifa City - Sector 15 - Abu Dhabi - United Arab Emirates,+97124444350,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/well-touch-medical-center-l-l-c-abu-dhabi
neb-accomodation-clinic-abu-dhabi,Neb Accomodation Clinic,Abu Dhabi,clinics,8GHQ+RRW - Mohamed Bin Zayed City - Z19 - Abu Dhabi - United Arab Emirates,+97126655422,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/neb-accomodation-clinic-abu-dhabi
prima-cure-medical-center-abu-dhabi,Prima Cure Medical Center,Abu Dhabi,clinics,شارع الفMezar - Salem Building - Al Falah St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,+97126342424,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/prima-cure-medical-center-abu-dhabi
kaya-skin-care-clinic-sole-proprietorship-l-l-c-branch-3-abudhabi-mall-abu-dhabi,Kaya Skin Care Clinic- Sole Proprietorship L.L.C – Branch 3 Abudhabi Mall,Abu Dhabi,clinics,"Shop No. B65b–B66, First Floor - Abu Dhabi Mall - الزاهية - شرق 16 1 - أبو ظبي - United Arab Emirates",+971 800 5292,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/kaya-skin-care-clinic-sole-proprietorship-l-l-c-branch-3-abudhabi-mall-abu-dhabi
international-knee-joint-centre-l-l-c-abu-dhabi,International Knee & Joint Centre,Abu Dhabi,clinics,Hazza Bin Zayed St - Intersection with - شارع الشيخة فاطمة بنت مبارك - opposite Burjeel Hospital - آل نهيان - شرق 19 2 - أبو ظبي - United Arab Emirates,+97124446600,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/international-knee-joint-centre-l-l-c-abu-dhabi
new-york-university-in-abu-dhabi-corporation-abu-dhabi-clinic-abu-dhabi,New York University IN Abu Dhabi Corporation-Abu Dhabi Clinic,Abu Dhabi,clinics,Saadiyat Marina District - Al Saadiyat Island - Saadiyat Marina District - Abu Dhabi - United Arab Emirates,+971 2 628 4000,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/new-york-university-in-abu-dhabi-corporation-abu-dhabi-clinic-abu-dhabi
national-marine-dredging-company-clinic-abu-dhabi,National Marine Dredging Company Clinic,Abu Dhabi,clinics,Near Esnad - Behind of، Emirates Steel - street 16 - Musaffah - MW5 - Abu Dhabi - United Arab Emirates,+971 2 513 0000,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/national-marine-dredging-company-clinic-abu-dhabi
abu-dhabi-blood-bank-abu-dhabi,Abu Dhabi Blood Bank,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+971 800 8722,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/abu-dhabi-blood-bank-abu-dhabi
delma-medical-center-sole-proprietorship-l-l-c-abu-dhabi,Delma Medical Center,Abu Dhabi,clinics,Villa 71 Delma St - opposite Judicial Court - Al Nahyan - E19 02 - Abu Dhabi - United Arab Emirates,+97124481800,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/delma-medical-center-sole-proprietorship-l-l-c-abu-dhabi
smile-factory-medical-center-l-l-c-abu-dhabi,Smile Factory Medical Center,Abu Dhabi,clinics,"Villa#54, 17th St, Baniyas East 2 Near - Bani Yas - EB2 02 - Abu Dhabi - United Arab Emirates",+97125840409,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/smile-factory-medical-center-l-l-c-abu-dhabi
al-amal-medical-centre-l-lc-abu-dhabi,AL Amal Medical Centre,Abu Dhabi,clinics,"Baniyas, Abu Dhabi",+97125832331,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-amal-medical-centre-l-lc-abu-dhabi
allpoint-healthcare-center-sole-proprietorship-l-l-c-abu-dhabi,Allpoint Healthcare Center,Abu Dhabi,clinics,"Sky Mall, Al Khayr Street New - City - الفلاح - الفلاح 5 - أبو ظبي - United Arab Emirates",+97125574182,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/allpoint-healthcare-center-sole-proprietorship-l-l-c-abu-dhabi
london-consulting-medical-center-llc-abu-dhabi,London Consulting Medical Center,Abu Dhabi,clinics,Khalifa Bin Shakhbout St - Al Khalidiyah - W17 01 - Abu Dhabi - United Arab Emirates,+97126261661,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/london-consulting-medical-center-llc-abu-dhabi
german-advance-medical-centre-sole-proprietorship-l-l-c-abu-dhabi,German Advance Medical Centre,Abu Dhabi,clinics,"villa 17, Baniyas, Baniyas East 8, a - Bani Yas - Baniyas East - Abu Dhabi - United Arab Emirates",+97124441529,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/german-advance-medical-centre-sole-proprietorship-l-l-c-abu-dhabi
point-zero-floatation-center-abu-dhabi,Point Zero Floatation Center,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+9712-4455775,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/point-zero-floatation-center-abu-dhabi
healthway-medical-center-sole-proprietorship-l-l-c-branch-abu-dhabi,Healthway Medical Center,Abu Dhabi,clinics,5 43th St - Bani Yas - Baniyas East - Abu Dhabi - United Arab Emirates,+971 2 582 8989,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/healthway-medical-center-sole-proprietorship-l-l-c-branch-abu-dhabi
al-seef-health-beauty-polyclinic-l-l-c-abu-dhabi,AL Seef Health & Beauty Polyclinic,Abu Dhabi,clinics,Al Seef Village Mall - السيف مول الطابق الاول - 1st Floor - Al Muntazah - E48 - Abu Dhabi - United Arab Emirates,+971 2 441 4007,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-seef-health-beauty-polyclinic-l-l-c-abu-dhabi
consultants-medical-centre-abu-dhabi,Consultants Medical Centre,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+97126794100,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/consultants-medical-centre-abu-dhabi
mohammed-bin-zayed-university-for-humanities-abu-dhabi-first-aid-post-clinic-abu-dhabi,Mohammed Bin Zayed University For Humanities - Abu Dhabi - First Aid Post Clinic,Abu Dhabi,clinics,Salama Bint Butti St - Hadbat Al Za`Faranah - E31 - Abu Dhabi - United Arab Emirates,+971 2 499 9000,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/mohammed-bin-zayed-university-for-humanities-abu-dhabi-first-aid-post-clinic-abu-dhabi
beauty-trick-one-day-care-surgery-centre-l-l-c-abu-dhabi,Beauty Trick One Day Care Surgery Centre,Abu Dhabi,clinics,189 Khalifa Bin Shakhbout St - Al Khalidiyah - W9 - Abu Dhabi - United Arab Emirates,+97126222333,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/beauty-trick-one-day-care-surgery-centre-l-l-c-abu-dhabi
oasis-medical-centre-l-l-c-branch-abu-dhabi,Oasis Medical Centre,Abu Dhabi,clinics,"ICAD Mussafah, Near Emirates Driving School - Musaffah - M33 - Abu Dhabi - United Arab Emirates",+97126763282,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/oasis-medical-centre-l-l-c-branch-abu-dhabi
celeste-medical-center-abu-dhabi,Celeste Medical Center,Abu Dhabi,clinics,Street 43- Al Jawdah St - Alain - عشارج - بدع بن عمار - أبو ظبي - United Arab Emirates,+971 56 355 5615,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/celeste-medical-center-abu-dhabi
ibn-sina-medical-center-sole-proprietorship-l-l-c-branch-abu-dhabi,Ibn Sina Medical Center,Abu Dhabi,clinics,Beside Select Market Al Reef Downtown Block F2 - الريف - أبو ظبي - United Arab Emirates,+971 2 681 6400,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/ibn-sina-medical-center-sole-proprietorship-l-l-c-branch-abu-dhabi
spanish-medical-center-sole-proprietorship-llc-abu-dhabi,Spanish Medical Center,Abu Dhabi,clinics,فيلا رقم ٢٢٠، - شارع الفلاح، - Al Bateen - W17 03 - Abu Dhabi - United Arab Emirates,+97126661012,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/spanish-medical-center-sole-proprietorship-llc-abu-dhabi
dr-massefa-medical-center-abu-dhabi,DR Massefa Medical Center,Abu Dhabi,clinics,Abu Dhabi - Rabdan - RB2 - Abu Dhabi - United Arab Emirates,+97124480050,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/dr-massefa-medical-center-abu-dhabi
s-j-abed-general-enterprises-ltd-abu-dhabi-abu-dhabi,S.J. Abed General Enterprises LTD - Abu Dhabi,Abu Dhabi,clinics,Al Wahda Mall - 1 Hazza ' Bin Zayed The First St - Al Nahyan - Zone 1 - Abu Dhabi - United Arab Emirates,+971 2 449 3337,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/s-j-abed-general-enterprises-ltd-abu-dhabi-abu-dhabi
amwaj-medical-center-l-l-c-abu-dhabi,Amwaj Medical Center,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+97126273888,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/amwaj-medical-center-l-l-c-abu-dhabi
best-ways-medical-services-sole-proprietorship-l-l-c-abu-dhabi,Best Ways Medical Services,Abu Dhabi,clinics,24 Suez St - Al Hisn - W4 - Abu Dhabi - United Arab Emirates,+97126651168,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/best-ways-medical-services-sole-proprietorship-l-l-c-abu-dhabi
reem-neuroscience-center-l-l-c-abu-dhabi,Reem Neuroscience Center,Abu Dhabi,clinics,109 Mohammed Bin Ali Al Rumaithi St - Al Nahyan - E19 02 - Abu Dhabi - United Arab Emirates,+971 2 665 1777,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/reem-neuroscience-center-l-l-c-abu-dhabi
aspris-healthcare-l-l-c-abu-dhabi,Aspris Healthcare,Abu Dhabi,clinics,King Abdullah Bin Abdulaziz Al Saud St - Al Bateen - W33 - Abu Dhabi - United Arab Emirates,+97126518111,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/aspris-healthcare-l-l-c-abu-dhabi
eva-medical-center-l-l-c-o-p-c-abu-dhabi,Eva Medical Center,Abu Dhabi,clinics,Aldhafrah - Al sahwa street - مدينة زايد - مدينة زايد شرق 8 - أبو ظبي - United Arab Emirates,+97128824112,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/eva-medical-center-l-l-c-o-p-c-abu-dhabi
baynounah-educational-complex-for-schools-first-aid-post-abu-dhabi,Baynounah Educational Complex For Schools First Aid Post,Abu Dhabi,clinics,MMHR+QCG - Madinat Zayed - MZW5 - Abu Dhabi - United Arab Emirates,+971 2 898 6811 ext. 028986987,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/baynounah-educational-complex-for-schools-first-aid-post-abu-dhabi
al-saqi-medical-poly-clinic-llc-abu-dhabi,AL Saqi Medical Poly Clinic,Abu Dhabi,clinics,"Abu Dhabi, Abu Dhabi",+971(971)-2-6329451,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-saqi-medical-poly-clinic-llc-abu-dhabi
llh-medical-centre-aldhafra-l-l-c-abu-dhabi,Llh Medical Centre Aldhafra,Abu Dhabi,clinics,Ghiyathi - Ghayathi - Abu Dhabi - United Arab Emirates,+97128743247,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/llh-medical-centre-aldhafra-l-l-c-abu-dhabi
islamabad-medical-center-abu-dhabi,Islamabad Medical Center,Abu Dhabi,clinics,Al Sa'ay St - next to ADCB Bank الشهامة قديم - Al Bahyah - Al Shahamah Old - Abu Dhabi - United Arab Emirates,+9712-5635577,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/islamabad-medical-center-abu-dhabi
ahmed-khalifa-al-suwaidi-school-c3-boys-clinic-abu-dhabi,Ahmed Khalifa Al Suwaidi School C3 boys Clinic,Abu Dhabi,clinics,HM2J+2F3 - Al Bahyah - Al Shahamah Old - Abu Dhabi - United Arab Emirates,+971 2 411 9007,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/ahmed-khalifa-al-suwaidi-school-c3-boys-clinic-abu-dhabi
al-oula-kg-clinic-abu-dhabi,AL Oula KG Clinic,Abu Dhabi,clinics,727 Al Manhal St - Mohamed Bin Zayed City - Z20 - Abu Dhabi - United Arab Emirates,+971 2 411 9250,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-oula-kg-clinic-abu-dhabi
saqr-al-jazira-medical-facilities-management-abu-dhabi,Saqr AL Jazira Medical Facilities Management,Abu Dhabi,clinics,Abu Dhabi - Al Hisn - W7 01 - Abu Dhabi - United Arab Emirates,+971 2 678 9087,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/saqr-al-jazira-medical-facilities-management-abu-dhabi
blue-ocean-medical-center-sole-proprietorship-l-l-c-abu-dhabi,Blue Ocean Medical Center,Abu Dhabi,clinics,الراي - Mohamed Bin Zayed City - ME10 - Abu Dhabi - United Arab Emirates,+971 2 551 5590,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/blue-ocean-medical-center-sole-proprietorship-l-l-c-abu-dhabi
al-joud-health-care-l-l-c-abu-dhabi,AL Joud Health Care,Abu Dhabi,clinics,Deerat At Timb St - Al Hisn - W4 - Abu Dhabi - United Arab Emirates,+97197125519041,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-joud-health-care-l-l-c-abu-dhabi
al-dhafra-hospitals-abu-dhabi,AL Dhafra Hospitals,Abu Dhabi,clinics,MM5J+95F - Madinat Zayed - MZW8 - Abu Dhabi - United Arab Emirates,+971 2 807 0000,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/al-dhafra-hospitals-abu-dhabi
dr-allissar-khoury-clinic-abu-dhabi,DR. Allissar Khoury Clinic,Abu Dhabi,clinics,"Burj Al Ittihad Building, 4th Floor, 404, Khalifa Street - Al Danah - E6 - Abu Dhabi - United Arab Emirates",+971(971)-2-6275275,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/dr-allissar-khoury-clinic-abu-dhabi
white-wings-home-health-care-center-abu-dhabi,White Wings Home Health Care Center,Abu Dhabi,clinics,Plot No: C56 _floor no M_ office no 01 - مدينة محمد بن زايد - محمد بن زايد شرق 10 - أبو ظبي - United Arab Emirates,+971 50 833 6688,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/white-wings-home-health-care-center-abu-dhabi
sarhad-medical-center-abu-dhabi,Sarhad Medical Center,Abu Dhabi,clinics,Street # 17 - Musaffah - M2 - Abu Dhabi - United Arab Emirates,+9712-5544887,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/sarhad-medical-center-abu-dhabi
llh-clinic-l-l-c-abu-dhabi,Llh Clinic,Abu Dhabi,clinics,Al - Musaffah - Me 7 - Abu Dhabi - United Arab Emirates,+97123041005,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/llh-clinic-l-l-c-abu-dhabi
sir-baniyas-clinic-abu-dhabi,Sir Baniyas Clinic,Abu Dhabi,clinics,Unnamed Road - Al Dhafra Islands - Sir Baniyas Island - Abu Dhabi - United Arab Emirates,+971 2 807 0000,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/sir-baniyas-clinic-abu-dhabi
international-mechanical-electrical-company-wll-clinic-branch-no-1-abu-dhabi,International Mechanical & Electrical Company Wll Clinic Branch NO 1,Abu Dhabi,clinics,Al Dhafrah,+97126444700,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/international-mechanical-electrical-company-wll-clinic-branch-no-1-abu-dhabi
burjeel-medical-city-clinic-l-l-c-abu-dhabi,Burjeel Medical City Clinic,Abu Dhabi,clinics,28th Street - Mohamed Bin Zayed City - Z9 - Abu Dhabi - United Arab Emirates,+971 800 23,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/burjeel-medical-city-clinic-l-l-c-abu-dhabi
sheikh-shakbout-medical-city-l-l-c-o-p-c-abu-dhabi,Sheikh Shakbout Medical City,Abu Dhabi,clinics,Ghweifat International Highway - next to Mafraq Hospital - Shakhbout City - Mafraq Industrial Area - Abu Dhabi - United Arab Emirates,+971 800 7762,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/sheikh-shakbout-medical-city-l-l-c-o-p-c-abu-dhabi
burjeel-day-surgery-centre-shahama-l-l-c-abu-dhabi,Burjeel Day Surgery Centre Shahama,Abu Dhabi,clinics,Deerfields Mall - شارع أبوظبي - الشهامة - الباهية - الباهية القديمة - أبو ظبي - United Arab Emirates,+971 800 55,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/burjeel-day-surgery-centre-shahama-l-l-c-abu-dhabi
new-age-clinic-l-l-c-abu-dhabi,New Age Clinic,Abu Dhabi,clinics,Building # 101 Delma St - Al Nahyan - E19 02 - Abu Dhabi - United Arab Emirates,+971 2 447 6772,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/new-age-clinic-l-l-c-abu-dhabi
health-sheild-medical-center-l-l-c-abu-dhabi,Health Sheild Medical Center,Abu Dhabi,clinics,Al Nuzha St - Al Muntazah - Zone 1 - Abu Dhabi - United Arab Emirates,+97126989999,,,,,https://www.zavis.ai/directory/abu-dhabi/clinics/health-sheild-medical-center-l-l-c-abu-dhabi
